pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_AEROBIC_RESPIRATION,4.54321149342495e-08,2.0217291145741e-06,0.719512826338911,0.922077922077922,2.44287789913316,9,mt-Nd1|mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_CELLULAR_RESPIRATION,4.54321149342495e-08,2.0217291145741e-06,0.719512826338911,0.922077922077922,2.44287789913316,9,mt-Nd1|mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,4.54321149342495e-08,2.0217291145741e-06,0.719512826338911,0.922077922077922,2.44287789913316,9,mt-Nd1|mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_OXIDATIVE_PHOSPHORYLATION,4.54321149342495e-08,2.0217291145741e-06,0.719512826338911,0.922077922077922,2.44287789913316,9,mt-Nd1|mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,5.91059969560949e-08,2.10417349163698e-06,0.719512826338911,0.896925161253153,2.50598339833545,11,mt-Nd1|mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox8a|Cox6a1
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,9.27446725314721e-07,2.06356896382525e-05,0.659444398037935,0.91025641025641,2.34150501287047,8,mt-Nd1|mt-Co3|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_ELECTRON_TRANSPORT_CHAIN,9.27446725314721e-07,2.06356896382525e-05,0.659444398037935,0.91025641025641,2.34150501287047,8,mt-Nd1|mt-Co3|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,9.27446725314721e-07,2.06356896382525e-05,0.659444398037935,0.91025641025641,2.34150501287047,8,mt-Nd1|mt-Co3|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1
GOBP_ATP_METABOLIC_PROCESS,2.31451320381285e-06,4.57759278087431e-05,0.627256739718528,0.8431452488849,2.35572385229877,11,mt-Nd1|mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Nd2|mt-Cytb|Cox6a1|Hspa8
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,3.53053447152387e-06,6.28435135931249e-05,0.627256739718528,0.863087821671706,2.28659434749444,9,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1
GOBP_CATION_TRANSMEMBRANE_TRANSPORT,2.38805051708663e-05,0.00035422749336785,0.575610261071129,0.757343831661787,2.21659618592444,13,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1
GOBP_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,2.38805051708663e-05,0.00035422749336785,0.575610261071129,0.757343831661787,2.21659618592444,13,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1
GOBP_CATION_TRANSPORT,9.39763824004864e-05,0.00128675354363743,0.538434096309916,0.72474128991515,2.17335267990746,14,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1
GOBP_ION_TRANSMEMBRANE_TRANSPORT,0.000151403866883963,0.00192499202181038,0.518848077743792,0.704888053930734,2.14063681969961,15,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1
GOBP_ION_TRANSPORT,0.000320778011337388,0.003806565734537,0.49849310876659,0.675690128874891,2.08998179551442,16,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1
GOBP_CELL_CYCLE,0.000509355461427837,0.00566657950838469,0.477270815362862,0.777712858183197,2.00055559674313,8,Tubb2a|Tubb2b|Tuba1a|Hsp90ab1|Tubb5|Hspa8|Actb
GOBP_TRANSMEMBRANE_TRANSPORT,0.000644724117081261,0.00675064075532144,0.477270815362862,0.658014974101417,2.03531065244034,16,mt-Co3|mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|mt-Cytb|Cox8a|Cox6a1|Actb
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,0.00266700305137076,0.0259389948252295,0.431707695803346,0.802469135802469,1.7645840890712,5,Actg1|Hsp90ab1|Tubb5|Hspa8|Hsp90aa1
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS,0.00276876911055821,0.0259389948252295,0.431707695803346,0.672772128098328,1.87970619702726,11,mt-Atp6|mt-Co1|mt-Nd4|mt-Co2|Actg1|Hsp90ab1|Hsp90aa1
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.00388539484709839,0.0345800141391757,0.431707695803346,0.775,1.80435931029022,6,mt-Co2|Hsp90ab1|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,0.00547500490937282,0.0406062864111818,0.407017918923954,0.765432098765432,1.68314174649868,5,mt-Co2|Hsp90ab1|Hsp90aa1|Dvl1|Maged1
GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,0.00547500490937282,0.0406062864111818,0.407017918923954,0.765432098765432,1.68314174649868,5,Hsp90ab1|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION,0.00547500490937282,0.0406062864111818,0.407017918923954,0.765432098765432,1.68314174649868,5,Hsp90ab1|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,0.00547500490937282,0.0406062864111818,0.407017918923954,0.765432098765432,1.68314174649868,5,Hsp90ab1|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_INTRACELLULAR_TRANSPORT,0.0065118678061664,0.0463644987799047,0.407017918923954,0.696118029492188,1.79066451742573,8,mt-Atp6|Tuba1a|Hsp90ab1|Tubb5|Hspa8|Hsp90aa1
GOBP_MITOTIC_CELL_CYCLE,0.00835391268783936,0.0571921714782848,0.380730400722792,0.753772541090172,1.657503040857,5,Tubb2a|Tubb2b|Tuba1a|Tubb5
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION,0.00872528517289185,0.0575222503990648,0.380730400722792,0.59153057005907,1.73129343718771,13,mt-Nd1|mt-Co3|mt-Nd4|mt-Nd2|Hsp90ab1|Hspa8|Hsp90aa1
GOBP_MICROTUBULE_BASED_PROCESS,0.011172770279058,0.0710268967740119,0.380730400722792,0.669108910102777,1.72118740336101,8,Tubb2a|Tubb2b|Tuba1a|Tubb5|Hspa8|Dvl1
GOBP_MITOCHONDRION_ORGANIZATION,0.0126217740796211,0.0774715788335361,0.380730400722792,0.73465795160613,1.61547114334491,5,mt-Nd1|mt-Nd4|mt-Nd2|Hsp90aa1
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION,0.0132522597821224,0.0786300747072596,0.380730400722792,0.70631754302761,1.70773096977628,7,Hsp90ab1|Hspa8|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_DEFENSE_RESPONSE,0.0140112901411604,0.0804519240363403,0.380730400722792,0.730543971082898,1.60642473364495,5,Actg1|Hsp90ab1|Tubb5|Hsp90aa1
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.0239392468136148,0.133162060400732,0.352487857583619,0.683920686892302,1.59230794696027,6,Hsp90ab1|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_CYTOSKELETON_ORGANIZATION,0.0467914438502674,0.237272101823185,0.241339976815091,0.551482330971728,1.58541562332105,12,Tubb2a|Tubb2b|Actg1|Tuba1a|Tubb5|Actb|Dvl1
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.0473400134678074,0.237272101823185,0.321775918075361,0.6414178203001,1.55081674964154,7,Tubb2a|Tubb2b|Tuba1a|Tubb5|Dvl1
GOBP_REGULATION_OF_RESPONSE_TO_STRESS,0.0446428571428571,0.237272101823185,0.261663521711573,0.666680489560247,1.55216922364758,6,Actg1|Hsp90ab1|Actb|Hsp90aa1|Ddx5
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.0479876160990712,0.237272101823185,0.257206466468838,0.681217177872422,1.49795791469736,5,Actg1|Hsp90ab1|Hspa8|Dvl1
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,0.0634674922600619,0.282430340557276,0.222056046145248,0.659294888995323,1.4497520455584,5,mt-Atp6|mt-Co2|Gpi1|Galntl6
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION,0.0622347949080622,0.282430340557276,0.213927855492356,0.569329386541395,1.50833475393795,9,Hsp90ab1|Hspa8|Actb|Hsp90aa1|Dvl1|Maged1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.0634674922600619,0.282430340557276,0.222056046145248,0.656785730630248,1.4442345487097,5,Hsp90ab1|Hsp90aa1|Dvl1|Maged1
GOBP_POSTSYNAPSE_ORGANIZATION,0.0603715170278638,0.282430340557276,0.227987202850442,0.66382906029634,1.45972243093265,5,Actg1|Hspa8|Actb|Dvl1|Camk2b
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.072083879423329,0.312949525301282,0.190023305279108,0.512014031576403,1.53542661796885,14,mt-Co2|Hsp90ab1|Hspa8|Actb|Hsp90aa1|Dvl1|Maged1|Ddx5|Snrnp70
GOBP_VESICLE_MEDIATED_TRANSPORT,0.0744047619047619,0.315334467120181,0.199915231309662,0.62800029234666,1.46211377336861,6,Actg1|Hspa8|Actb|Dvl1
GOBP_SYNAPSE_ORGANIZATION,0.0919067215363512,0.380451079848151,0.170932335370056,0.524198918356255,1.46459687337884,11,Actg1|Tuba1a|Tubb5|Hspa8|Actb|Dvl1|Camkv|L1cam
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.105417276720351,0.426460801277785,0.16440575583821,0.579081715921781,1.40010083293678,7,Hsp90ab1|Hspa8|Hsp90aa1|Dvl1|Maged1
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,0.117559523809524,0.465013227513228,0.156312403073186,0.5875,1.36782076747807,6,mt-Atp6|mt-Co2|Dalrd3|Gpi1|Cpt1c|Crmp1
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,0.13312693498452,0.515143357114013,0.149207542435322,0.607553639684197,1.33597597466718,5,Hsp90ab1|Las1l|Hsp90aa1|Celf5
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM,0.142414860681115,0.539358408536987,0.143758989039275,0.601961435610501,1.32367903526973,5,Actg1|Actb|Dvl1|Maged1
GOBP_EPITHELIUM_DEVELOPMENT,0.156661786237189,0.569097917351421,0.132147260608774,0.547927554257677,1.32477645902535,7,Actg1|Tubb5|Actb|Dvl1|Maged1
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,0.156346749226006,0.569097917351421,0.136490437780413,0.592389484771874,1.30263085858899,5,Hsp90ab1|Hsp90aa1|Maged1|Ddx5
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION,0.161054172767204,0.573352855051245,0.130105630751129,0.544587802901077,1.31670162515025,7,Actg1|Hspa8|Hsp90aa1|Ddx5|Snrnp70|Gpi1
GOBP_REGULATION_OF_TRANSPORT,0.181069958847737,0.6319696602921,0.117249716749792,0.465260236688127,1.2999238725972,11,Actg1|Hsp90ab1|Hspa8|Actb|Dvl1
GOBP_CELL_JUNCTION_ORGANIZATION,0.197860962566845,0.664514176167894,0.109684061970549,0.448030226853948,1.28800884721497,12,Actg1|Tuba1a|Tubb5|Hspa8|Actb|Dvl1|Camkv|L1cam
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.196193265007321,0.664514176167894,0.116234148779716,0.517784299978078,1.25189625185613,7,Tubb2b|Hsp90ab1|Hsp90aa1|Dvl1
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS,0.224598930481283,0.672564011379801,0.101713902282311,0.434288853850645,1.24850479382684,12,Tubb2b|Actg1|Hsp90ab1|Actb|Hsp90aa1|Dvl1|L1cam|Camk2b|Crmp1|Ptprs
GOBP_CELLULAR_RESPONSE_TO_STRESS,0.209103840682788,0.672564011379801,0.110122263835536,0.488590682340493,1.25682996466875,8,Hsp90ab1|Hspa8|Actb|Hsp90aa1|Ddx5
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,0.215363511659808,0.672564011379801,0.105920292736253,0.445221021451788,1.24393487500038,11,mt-Co1|mt-Nd4|Hsp90ab1|Actb|Hsp90aa1
GOBP_IMMUNE_RESPONSE,0.240117130307467,0.672564011379801,0.103197466945307,0.49957567222115,1.207871524105,7,Actg1|Hsp90ab1|Tubb5|Hsp90aa1
GOBP_MACROMOLECULE_CATABOLIC_PROCESS,0.240715268225585,0.672564011379801,0.0992333343771191,0.444573177526594,1.21396208963835,10,Hsp90ab1|Hspa8|Hsp90aa1|Dvl1|Ddx5|Snrnp70
GOBP_MEMBRANE_ORGANIZATION,0.230650154798762,0.672564011379801,0.109250039480711,0.549491699139424,1.20830106245582,5,Hspa8|Hsp90aa1|Dvl1|Atp11b
GOBP_METAL_ION_TRANSPORT,0.226586102719033,0.672564011379801,0.160801401070022,-0.425,-1.17237163318369,6,Atp2b1|Grin2a|Grin1|Slc17a7|Camk2b|Atp1a3
GOBP_POSITIVE_REGULATION_OF_SIGNALING,0.234708392603129,0.672564011379801,0.102821842840815,0.474754295448298,1.22123782941648,8,Hsp90ab1|Hsp90aa1|Dvl1|Maged1|Ddx5
GOBP_PROTEIN_CATABOLIC_PROCESS,0.241820768136558,0.672564011379801,0.100990587455923,0.472174909597315,1.21460272656837,8,Hsp90ab1|Hspa8|Hsp90aa1|Dvl1|Snrnp70
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,0.236842105263158,0.672564011379801,0.107554375265169,0.547539681684757,1.20400868685105,5,mt-Co2|Actg1|Actb|Gpi1
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.220238095238095,0.672564011379801,0.109684061970549,0.542883337027711,1.26394400460306,6,Hsp90ab1|Hsp90aa1|Dvl1|Snrnp70
GOBP_REGULATION_OF_CELL_DEATH,0.251778093883357,0.689484626326732,0.0985499803531691,0.467737275811804,1.20318754548645,8,mt-Co2|Hsp90ab1|Hsp90aa1|Maged1|Gpi1|Son
GOBP_CHEMICAL_HOMEOSTASIS,0.259818731117825,0.700723244529891,0.149207542435322,-0.4125,-1.13789011456064,6,Atp2b1|Grin2a|Grin1|Ptprn|Atp1a3|Gpi1
GOBP_HEAD_DEVELOPMENT,0.264580369843528,0.702915012420118,0.0956031492204301,0.46081651759907,1.18538488036331,8,mt-Co1|mt-Nd4|Actb
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,0.272327964860908,0.712858496253553,0.0956031492204301,0.486191704232841,1.17551183424914,7,mt-Atp6|mt-Co2|Dalrd3
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,0.296130952380952,0.763932022084196,0.0916795246008379,0.500589880310174,1.16547614345126,6,Tuba1a|Tubb5|Hspa8|Camkv|Camk2b|Slc17a7
GOBP_NEUROGENESIS,0.306472919418758,0.768340558542803,0.083129129135339,0.377125374248425,1.14527187296964,15,Tubb2a|Tubb2b|Hsp90ab1|Actb|Hsp90aa1|Dvl1
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,0.30298719772404,0.768340558542803,0.0878312634480124,0.447843355324023,1.15201326753254,8,Hsp90ab1|Hspa8|Actb|Ddx5|Gpi1|Atp1a3
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,0.314241486068112,0.77687478500172,0.0905428948469474,0.521420500935413,1.14657409066091,5,Hsp90ab1|Actb|Maged1|Grin1|Huwe1
GOBP_AXON_DEVELOPMENT,0.324621733149931,0.789589011811234,0.0822054920415869,0.412776574847723,1.12713753030215,10,Tubb2b|Hsp90ab1|Actb|Hsp90aa1|Dvl1|L1cam|Crmp1|Ptprs
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,0.34156378600823,0.789589011811234,0.0793434960134973,0.395809837985046,1.10588143329877,11,Tubb2b|Hsp90ab1|Actb|Hsp90aa1|Dvl1|L1cam|Camk2b|Crmp1|Ptprs
GOBP_CELL_PART_MORPHOGENESIS,0.34156378600823,0.789589011811234,0.0793434960134973,0.395809837985046,1.10588143329877,11,Tubb2b|Hsp90ab1|Actb|Hsp90aa1|Dvl1|L1cam|Camk2b|Crmp1|Ptprs
GOBP_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS,0.334250343878955,0.789589011811234,0.0806388495950661,0.409140039112435,1.11720751935364,10,mt-Co2|Hsp90ab1|Hsp90aa1|Dvl1|Maged1
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.333804809052334,0.789589011811234,0.0822054920415869,0.435747571933825,1.15443400995792,9,mt-Nd4|Hsp90ab1|Actb|Gpi1|Atp1a3|Ptprn
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,0.346998535871157,0.791868453654691,0.0819778796501272,0.460469937545407,1.11332187733372,7,Hsp90ab1|Dvl1|Maged1|L1cam|Camk2b
GOBP_CELLULAR_HOMEOSTASIS,0.372549019607843,0.803386922302212,0.116739204791222,-0.419753086419753,-1.0805904459483,5,Atp2b1|Grin2a|Grin1|Ptprn|Atp1a3
GOBP_CIRCULATORY_SYSTEM_PROCESS,0.372549019607843,0.803386922302212,0.116739204791222,-0.419753086419753,-1.0805904459483,5,Npr3|Pcsk5|Celf2|Atp2b1|Atp1a3
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,0.374613003095975,0.803386922302212,0.0808589150280032,0.495157305416237,1.08882281416483,5,Hsp90aa1|Dvl1|L1cam|Camk2b
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.365576102418208,0.803386922302212,0.0776798560117236,0.424016794920014,1.09072283332431,8,Hsp90ab1|Hsp90aa1|Dvl1|Maged1
GOBP_PROGRAMMED_CELL_DEATH,0.37126600284495,0.803386922302212,0.0768736734126542,0.421828467115375,1.08509367162148,8,Hsp90ab1|Hsp90aa1|Maged1|Ddx5|Gpi1|Son
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,0.38390092879257,0.813504349108064,0.0795564677235957,0.493366489040239,1.08488491058381,5,Hsp90aa1|Maged1|L1cam|Camk2b
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,0.388967468175389,0.814543639237873,0.0741758965588009,0.409114007412011,1.0838732204762,9,Hsp90ab1|Hspa8|Hsp90aa1|Dvl1|Snrnp70
GOBP_CELL_MIGRATION,0.408528198074278,0.81733746130031,0.0702812841717392,0.387657153653015,1.05854584149697,10,Tubb2a|Tubb2b|Actg1
GOBP_NEURON_DEVELOPMENT,0.406417112299465,0.81733746130031,0.069119845655101,0.363318444337637,1.04447723080926,12,Tubb2b|Hsp90ab1|Actb|Hsp90aa1|Dvl1|L1cam|Camk2b|Crmp1|Ptprs
GOBP_REGULATION_OF_CATABOLIC_PROCESS,0.399707174231332,0.81733746130031,0.0745500777420554,0.439605194941428,1.06287520858967,7,Hsp90ab1|Hsp90aa1|Dvl1|Snrnp70
GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,0.408668730650155,0.81733746130031,0.0762797180809272,0.480693537542491,1.05701780943712,5,Actg1|Hspa8|Hsp90aa1
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS,0.417956656346749,0.826625386996904,0.0751181635276302,0.479428709085114,1.05423652343905,5,Hsp90ab1|Hsp90aa1|Dvl1
GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,0.427525622254758,0.836258909465352,0.0711327399327894,0.431059008095457,1.04221228141983,7,Hsp90ab1|Hspa8|Actb|Ddx5|Atp1a3
