"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007409","GO:0007409",1,"GO:0007409",26.6487738748997,501,"axonogenesis","axonogenesis",0.759708333333333,0.281857142857143,0
"GO:0042391","GO:0042391",2,"GO:0042391",14.284246056362,491,"regulation of membrane potential","regulation of membrane potential",0.889840277777778,0.411666666666667,0
"GO:0097485","GO:0097485",1,"GO:0007409",14.0916028642537,252,"neuron projection guidance","axonogenesis",0.773930555555556,0.322571428571429,0.859
"GO:0007411","GO:0007411",1,"GO:0007409",14.0916028642537,252,"axon guidance","axonogenesis",0.772416666666667,0.307714285714286,0.927
"GO:0050803","GO:0050803",3,"GO:0050803",13.2072702661838,317,"regulation of synapse structure or activity","regulation of synapse structure or activity",0.896541666666667,0.501,0
"GO:0050807","GO:0050807",3,"GO:0050803",12.8532039297419,309,"regulation of synapse organization","regulation of synapse structure or activity",0.752708333333333,0.501333333333333,0.995
"GO:0034329","GO:0034329",4,"GO:0034329",12.5144482262782,481,"cell junction assembly","cell junction assembly",0.844076388888889,0.2565,0
"GO:0007416","GO:0007416",4,"GO:0034329",12.1007362561718,222,"synapse assembly","cell junction assembly",0.760256944444444,0.2490625,0.948
"GO:0016358","GO:0016358",1,"GO:0007409",11.8880270066884,327,"dendrite development","axonogenesis",0.775298611111111,0.2995,0.762
"GO:1902414","GO:1902414",5,"GO:1902414",11.7504535029613,133,"protein localization to cell junction","protein localization to cell junction",0.889527777777778,0.300142857142857,0
"GO:0035418","GO:0035418",5,"GO:1902414",10.8351645528025,100,"protein localization to synapse","protein localization to cell junction",0.890416666666667,0.296142857142857,0.985
"GO:0001508","GO:0001508",2,"GO:0042391",9.68821040079191,158,"action potential","regulation of membrane potential",0.897256944444444,0.434666666666667,0.903
"GO:0031346","GO:0031346",1,"GO:0007409",9.53255796523539,463,"positive regulation of cell projection organization","axonogenesis",0.800833333333333,0.313928571428571,0.687
"GO:0048167","GO:0048167",6,"GO:0048167",9.30827172486478,393,"regulation of synaptic plasticity","regulation of synaptic plasticity",0.834576388888889,0.314153846153846,0
