"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007409","GO:0007409",1,"GO:0007409",18.3477224177289,501,"axonogenesis","axonogenesis",0.70581679389313,0.348,0
"GO:0099173","GO:0099173",2,"GO:0099173",16.7671559558335,252,"postsynapse organization","postsynapse organization",0.858175572519084,0.305777777777778,0
"GO:0050803","GO:0050803",3,"GO:0050803",15.7741588943281,317,"regulation of synapse structure or activity","regulation of synapse structure or activity",0.879763358778626,0.491666666666667,0
"GO:0050807","GO:0050807",3,"GO:0050803",15.5460026894855,309,"regulation of synapse organization","regulation of synapse structure or activity",0.754068702290076,0.492,0.995
"GO:0048588","GO:0048588",4,"GO:0048588",13.621042223925,291,"developmental cell growth","developmental cell growth",0.793145038167939,0.21525,0
"GO:1990138","GO:1990138",4,"GO:0048588",13.1391250524891,211,"neuron projection extension","developmental cell growth",0.67924427480916,0.214583333333333,0.973
"GO:0060560","GO:0060560",4,"GO:0048588",12.6858147061308,292,"developmental growth involved in morphogenesis","developmental cell growth",0.826091603053435,0.24625,0.825
"GO:0016358","GO:0016358",5,"GO:0016358",12.2190164082819,327,"dendrite development","dendrite development",0.733106870229008,0.330642857142857,0
"GO:0099504","GO:0099504",6,"GO:0099504",10.0264338745484,230,"synaptic vesicle cycle","synaptic vesicle cycle",0.896045801526718,0.290666666666667,0
"GO:0034329","GO:0034329",2,"GO:0099173",9.34393233465202,481,"cell junction assembly","postsynapse organization",0.854435114503817,0.256666666666667,0.804
"GO:0048813","GO:0048813",5,"GO:0016358",9.33560256181934,192,"dendrite morphogenesis","dendrite development",0.731083969465649,0.331928571428571,0.95
"GO:0048675","GO:0048675",4,"GO:0048588",9.26619134691342,143,"axon extension","developmental cell growth",0.684045801526718,0.234166666666667,0.946
"GO:0007416","GO:0007416",2,"GO:0099173",9.12836394924854,222,"synapse assembly","postsynapse organization",0.747312977099237,0.24,0.818
"GO:0099003","GO:0099003",6,"GO:0099504",9.089127121255,270,"vesicle-mediated transport in synapse","synaptic vesicle cycle",0.900664122137405,0.292333333333333,0.982
"GO:0048638","GO:0048638",4,"GO:0048588",8.66099538291945,405,"regulation of developmental growth","developmental cell growth",0.788824427480916,0.2175,0.832
"GO:0016049","GO:0016049",4,"GO:0048588",8.61742980510745,556,"cell growth","developmental cell growth",0.888778625954198,0.2165,0.95
"GO:0008361","GO:0008361",7,"GO:0008361",8.58916874837196,222,"regulation of cell size","regulation of cell size",0.809412213740458,0.28725,0
"GO:0061387","GO:0061387",7,"GO:0008361",8.41782076133146,129,"regulation of extent of cell growth","regulation of cell size",0.732541984732825,0.287,0.962
"GO:0031345","GO:0031345",5,"GO:0016358",8.40766555331233,221,"negative regulation of cell projection organization","dendrite development",0.792801526717557,0.366142857142857,0.602
"GO:0097485","GO:0097485",1,"GO:0007409",7.8835616463083,252,"neuron projection guidance","axonogenesis",0.724954198473282,0.3506,0.859
