gene,frequency,go_terms
Agrn,11,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06); regulation of membrane potential (GO:0042391, p=2.20e-05); synapse assembly (GO:0007416, p=1.43e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02); regulation of heart contraction (GO:0008016, p=1.62e-02)"
Cdh2,10,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04); protein localization to plasma membrane (GO:0072659, p=1.82e-03); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02); postsynaptic density organization (GO:0097106, p=4.47e-02)"
Pkp2,10,"cell junction assembly (GO:0034329, p=2.68e-07); regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); protein localization to plasma membrane (GO:0072659, p=1.82e-03); action potential (GO:0001508, p=4.64e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02); cell communication involved in cardiac conduction (GO:0086065, p=1.17e-02); regulation of cell junction assembly (GO:1901888, p=1.27e-02); regulation of heart contraction (GO:0008016, p=1.62e-02); cell-cell signaling involved in cardiac conduction (GO:0086019, p=2.99e-02)"
Ptprs,9,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02); postsynaptic density organization (GO:0097106, p=4.47e-02)"
Epha7,9,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06); synapse assembly (GO:0007416, p=1.43e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Ank3,8,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06); regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); protein localization to plasma membrane (GO:0072659, p=1.82e-03); action potential (GO:0001508, p=4.64e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Robo1,8,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06); synapse assembly (GO:0007416, p=1.43e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Nrxn3,8,"cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04); protein localization to cell periphery (GO:1990778, p=1.09e-02); postsynaptic density organization (GO:0097106, p=4.47e-02)"
Cacna1c,8,"regulation of membrane potential (GO:0042391, p=2.20e-05); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); action potential (GO:0001508, p=4.64e-03); cell communication involved in cardiac conduction (GO:0086065, p=1.17e-02); regulation of heart contraction (GO:0008016, p=1.62e-02); cell-cell signaling involved in cardiac conduction (GO:0086019, p=2.99e-02)"
Ank2,8,"regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); protein localization to plasma membrane (GO:0072659, p=1.82e-03); action potential (GO:0001508, p=4.64e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02); cell communication involved in cardiac conduction (GO:0086065, p=1.17e-02); regulation of heart contraction (GO:0008016, p=1.62e-02); cell-cell signaling involved in cardiac conduction (GO:0086019, p=2.99e-02)"
Gap43,7,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04)"
Nrxn2,7,"cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04); postsynaptic density organization (GO:0097106, p=4.47e-02)"
Mapt,6,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); regulation of membrane potential (GO:0042391, p=2.20e-05); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); synapse assembly (GO:0007416, p=1.43e-04)"
Cacna1d,6,"regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); action potential (GO:0001508, p=4.64e-03); cell communication involved in cardiac conduction (GO:0086065, p=1.17e-02); regulation of heart contraction (GO:0008016, p=1.62e-02); cell-cell signaling involved in cardiac conduction (GO:0086019, p=2.99e-02)"
Kcnn2,6,"regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); action potential (GO:0001508, p=4.64e-03); cell communication involved in cardiac conduction (GO:0086065, p=1.17e-02); regulation of heart contraction (GO:0008016, p=1.62e-02); cell-cell signaling involved in cardiac conduction (GO:0086019, p=2.99e-02)"
Actb,5,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Ncam1,5,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Clasp2,5,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Macf1,5,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Negr1,5,"cell junction assembly (GO:0034329, p=2.68e-07); synapse assembly (GO:0007416, p=1.43e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Cadm1,5,"cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04); postsynaptic density organization (GO:0097106, p=4.47e-02)"
Syndig1,5,"cell junction assembly (GO:0034329, p=2.68e-07); synapse assembly (GO:0007416, p=1.43e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Lingo2,5,"cell junction assembly (GO:0034329, p=2.68e-07); synapse assembly (GO:0007416, p=1.43e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Ube3a,5,"postsynapse organization (GO:0099173, p=5.32e-07); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Tanc1,5,"postsynapse organization (GO:0099173, p=5.32e-07); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Epha5,4,"axonogenesis (GO:0007409, p=1.15e-10); postsynapse organization (GO:0099173, p=5.32e-07); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
