gene,frequency,go_terms
Kcnn2,7,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03); regulation of membrane potential (GO:0042391, p=1.31e-02); heart contraction (GO:0060047, p=2.87e-02); action potential (GO:0001508, p=2.96e-02); heart process (GO:0003015, p=4.36e-02)"
Atp1b1,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03); regulation of membrane potential (GO:0042391, p=1.31e-02); heart contraction (GO:0060047, p=2.87e-02); heart process (GO:0003015, p=4.36e-02)"
Hcn1,5,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03); regulation of membrane potential (GO:0042391, p=1.31e-02); action potential (GO:0001508, p=2.96e-02)"
Cacna2d1,5,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); regulation of membrane potential (GO:0042391, p=1.31e-02); heart contraction (GO:0060047, p=2.87e-02); action potential (GO:0001508, p=2.96e-02); heart process (GO:0003015, p=4.36e-02)"
Kcnq3,5,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03); regulation of membrane potential (GO:0042391, p=1.31e-02); action potential (GO:0001508, p=2.96e-02)"
Scn2a,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); regulation of membrane potential (GO:0042391, p=1.31e-02); action potential (GO:0001508, p=2.96e-02); memory (GO:0007613, p=4.93e-02)"
Grin2a,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); regulation of membrane potential (GO:0042391, p=1.31e-02); action potential (GO:0001508, p=2.96e-02); memory (GO:0007613, p=4.93e-02)"
Nedd4,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03); regulation of membrane potential (GO:0042391, p=1.31e-02)"
Dpp10,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03)"
Cacna1e,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); heart contraction (GO:0060047, p=2.87e-02); heart process (GO:0003015, p=4.36e-02)"
Kcnq5,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03)"
Kcnj3,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03)"
Cacna1b,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); heart contraction (GO:0060047, p=2.87e-02); heart process (GO:0003015, p=4.36e-02)"
Gja1,3,"regulation of membrane potential (GO:0042391, p=1.31e-02); heart contraction (GO:0060047, p=2.87e-02); heart process (GO:0003015, p=4.36e-02)"
Ntrk2,3,"regulation of membrane potential (GO:0042391, p=1.31e-02); action potential (GO:0001508, p=2.96e-02); memory (GO:0007613, p=4.93e-02)"
Asic2,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.63e-04); regulation of membrane potential (GO:0042391, p=1.31e-02)"
Slc1a3,2,"potassium ion transmembrane transport (GO:0071805, p=2.21e-03); potassium ion transport (GO:0006813, p=7.52e-03)"
Sgcz,2,"heart contraction (GO:0060047, p=2.87e-02); heart process (GO:0003015, p=4.36e-02)"
Sgcd,2,"heart contraction (GO:0060047, p=2.87e-02); heart process (GO:0003015, p=4.36e-02)"
Celf4,1,"regulation of membrane potential (GO:0042391, p=1.31e-02)"
Apoe,1,"memory (GO:0007613, p=4.93e-02)"
Tuba1a,1,"memory (GO:0007613, p=4.93e-02)"
Snap25,1,"memory (GO:0007613, p=4.93e-02)"
Brinp1,1,"memory (GO:0007613, p=4.93e-02)"
