gene,frequency,go_terms
Mapt,19,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); adult behavior (GO:0030534, p=9.11e-04); adult walking behavior (GO:0007628, p=1.23e-03); protein localization to synapse (GO:0035418, p=2.10e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); protein localization to cell junction (GO:1902414, p=2.77e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); walking behavior (GO:0090659, p=2.86e-03); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03); cell junction assembly (GO:0034329, p=5.91e-03); neuron migration (GO:0001764, p=1.12e-02); regulation of synaptic plasticity (GO:0048167, p=2.59e-02); cognition (GO:0050890, p=3.27e-02); positive regulation of cell projection organization (GO:0031346, p=3.29e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Ptprs,17,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); regulation of axonogenesis (GO:0050770, p=1.40e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); cell junction assembly (GO:0034329, p=5.91e-03); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); forebrain development (GO:0030900, p=2.37e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02); postsynapse assembly (GO:0099068, p=2.70e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Ntrk3,17,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); regulation of axonogenesis (GO:0050770, p=1.40e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); cell junction assembly (GO:0034329, p=5.91e-03); neuron migration (GO:0001764, p=1.12e-02); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02); postsynapse assembly (GO:0099068, p=2.70e-02); positive regulation of cell projection organization (GO:0031346, p=3.29e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Dab1,14,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); adult behavior (GO:0030534, p=9.11e-04); adult walking behavior (GO:0007628, p=1.23e-03); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); walking behavior (GO:0090659, p=2.86e-03); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03); neuron migration (GO:0001764, p=1.12e-02); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); forebrain development (GO:0030900, p=2.37e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02)"
Ptk2,13,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); cell junction assembly (GO:0034329, p=5.91e-03); central nervous system neuron differentiation (GO:0021953, p=5.98e-03); neuron migration (GO:0001764, p=1.12e-02); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Nrxn3,13,"postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); adult behavior (GO:0030534, p=9.11e-04); protein localization to synapse (GO:0035418, p=2.10e-03); protein localization to cell junction (GO:1902414, p=2.77e-03); protein localization to cell periphery (GO:1990778, p=4.98e-03); cell junction assembly (GO:0034329, p=5.91e-03); protein localization to postsynaptic membrane (GO:1903539, p=1.29e-02); protein localization to postsynapse (GO:0062237, p=1.43e-02); postsynapse assembly (GO:0099068, p=2.70e-02); cognition (GO:0050890, p=3.27e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Cdh2,12,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); regulation of axonogenesis (GO:0050770, p=1.40e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); protein localization to cell periphery (GO:1990778, p=4.98e-03); cell junction assembly (GO:0034329, p=5.91e-03); forebrain development (GO:0030900, p=2.37e-02); postsynapse assembly (GO:0099068, p=2.70e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Nptx1,12,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); protein localization to synapse (GO:0035418, p=2.10e-03); protein localization to cell junction (GO:1902414, p=2.77e-03); protein localization to cell periphery (GO:1990778, p=4.98e-03); cell junction assembly (GO:0034329, p=5.91e-03); protein localization to postsynaptic membrane (GO:1903539, p=1.29e-02); protein localization to postsynapse (GO:0062237, p=1.43e-02); postsynapse assembly (GO:0099068, p=2.70e-02); synapse assembly (GO:0007416, p=3.33e-02)"
Sema6a,11,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); neuron migration (GO:0001764, p=1.12e-02); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02); axon guidance (GO:0007411, p=4.90e-02); neuron projection guidance (GO:0097485, p=4.90e-02)"
Sema6d,10,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02); axon guidance (GO:0007411, p=4.90e-02); neuron projection guidance (GO:0097485, p=4.90e-02)"
Map2,9,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02)"
Dlg2,9,"postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); protein localization to synapse (GO:0035418, p=2.10e-03); protein localization to cell junction (GO:1902414, p=2.77e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); protein localization to cell periphery (GO:1990778, p=4.98e-03); protein localization to postsynaptic membrane (GO:1903539, p=1.29e-02); protein localization to postsynapse (GO:0062237, p=1.43e-02)"
Tuba1a,9,"regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); adult behavior (GO:0030534, p=9.11e-04); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03); neuron migration (GO:0001764, p=1.12e-02); forebrain development (GO:0030900, p=2.37e-02); cognition (GO:0050890, p=3.27e-02)"
Chl1,8,"axonogenesis (GO:0007409, p=4.55e-10); adult behavior (GO:0030534, p=9.11e-04); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03); neuron migration (GO:0001764, p=1.12e-02); cognition (GO:0050890, p=3.27e-02); axon guidance (GO:0007411, p=4.90e-02); neuron projection guidance (GO:0097485, p=4.90e-02)"
Gap43,8,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); cell junction assembly (GO:0034329, p=5.91e-03); postsynapse assembly (GO:0099068, p=2.70e-02); synapse assembly (GO:0007416, p=3.33e-02); axon guidance (GO:0007411, p=4.90e-02); neuron projection guidance (GO:0097485, p=4.90e-02)"
Cacna1c,8,"adult behavior (GO:0030534, p=9.11e-04); adult walking behavior (GO:0007628, p=1.23e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); walking behavior (GO:0090659, p=2.86e-03); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03); membrane depolarization during action potential (GO:0086010, p=2.71e-02); cognition (GO:0050890, p=3.27e-02)"
Grip1,8,"protein localization to synapse (GO:0035418, p=2.10e-03); protein localization to cell junction (GO:1902414, p=2.77e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); protein localization to cell periphery (GO:1990778, p=4.98e-03); protein localization to postsynaptic membrane (GO:1903539, p=1.29e-02); protein localization to postsynapse (GO:0062237, p=1.43e-02); regulation of synaptic plasticity (GO:0048167, p=2.59e-02); positive regulation of cell projection organization (GO:0031346, p=3.29e-02)"
Zeb2,7,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); central nervous system neuron differentiation (GO:0021953, p=5.98e-03); forebrain development (GO:0030900, p=2.37e-02); positive regulation of cell projection organization (GO:0031346, p=3.29e-02)"
Dpysl5,7,"axonogenesis (GO:0007409, p=4.55e-10); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); regulation of neurogenesis (GO:0050767, p=2.81e-03); negative regulation of neurogenesis (GO:0050768, p=1.96e-02); negative regulation of nervous system development (GO:0051961, p=2.69e-02); axon guidance (GO:0007411, p=4.90e-02); neuron projection guidance (GO:0097485, p=4.90e-02)"
Ank3,7,"axonogenesis (GO:0007409, p=4.55e-10); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); protein localization to cell periphery (GO:1990778, p=4.98e-03); membrane depolarization during action potential (GO:0086010, p=2.71e-02); axon guidance (GO:0007411, p=4.90e-02); neuron projection guidance (GO:0097485, p=4.90e-02)"
Macf1,7,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); protein localization to cell periphery (GO:1990778, p=4.98e-03); cell junction assembly (GO:0034329, p=5.91e-03); positive regulation of cell projection organization (GO:0031346, p=3.29e-02)"
Nin,7,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); central nervous system neuron differentiation (GO:0021953, p=5.98e-03); forebrain development (GO:0030900, p=2.37e-02); positive regulation of cell projection organization (GO:0031346, p=3.29e-02)"
Grin2b,7,"postsynapse organization (GO:0099173, p=2.89e-09); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); regulation of membrane potential (GO:0042391, p=2.81e-03); regulation of synaptic plasticity (GO:0048167, p=2.59e-02); cognition (GO:0050890, p=3.27e-02)"
Tmem108,7,"postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); forebrain development (GO:0030900, p=2.37e-02)"
