gene,frequency,go_terms
Mapt,13,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); adult behavior (GO:0030534, p=9.11e-04); adult walking behavior (GO:0007628, p=1.23e-03); protein localization to synapse (GO:0035418, p=2.10e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); protein localization to cell junction (GO:1902414, p=2.77e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); walking behavior (GO:0090659, p=2.86e-03); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03)"
Ptprs,11,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); regulation of axonogenesis (GO:0050770, p=1.40e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03)"
Ntrk3,10,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); regulation of axonogenesis (GO:0050770, p=1.40e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of membrane potential (GO:0042391, p=2.81e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03)"
Dab1,10,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); adult behavior (GO:0030534, p=9.11e-04); adult walking behavior (GO:0007628, p=1.23e-03); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03); walking behavior (GO:0090659, p=2.86e-03); adult locomotory behavior (GO:0008344, p=2.94e-03); locomotory behavior (GO:0007626, p=4.95e-03)"
Cdh2,7,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); regulation of axonogenesis (GO:0050770, p=1.40e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04)"
Ptk2,7,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); regulation of synapse structure or activity (GO:0050803, p=4.65e-05); regulation of synapse organization (GO:0050807, p=2.00e-04); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03)"
Map2,7,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.81e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03)"
Sema6d,6,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03)"
Sema6a,6,"axonogenesis (GO:0007409, p=4.55e-10); regulation of axonogenesis (GO:0050770, p=1.40e-05); negative regulation of cell projection organization (GO:0031345, p=8.11e-04); negative regulation of neuron projection development (GO:0010977, p=2.09e-03); developmental growth involved in morphogenesis (GO:0060560, p=2.33e-03); regulation of neurogenesis (GO:0050767, p=2.81e-03)"
Nptx1,6,"axonogenesis (GO:0007409, p=4.55e-10); postsynapse organization (GO:0099173, p=2.89e-09); postsynaptic specialization organization (GO:0099084, p=1.34e-05); postsynaptic density organization (GO:0097106, p=4.25e-05); protein localization to synapse (GO:0035418, p=2.10e-03); protein localization to cell junction (GO:1902414, p=2.77e-03)"
