gene,frequency,go_terms
Hsp90aa1,9,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); positive regulation of cell projection organization (GO:0031346, p=3.46e-03); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Gdi1,8,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); positive regulation of cell projection organization (GO:0031346, p=3.46e-03); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Rufy3,8,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); positive regulation of cell projection organization (GO:0031346, p=3.46e-03); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Hsp90ab1,7,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Ndn,7,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); genomic imprinting (GO:0071514, p=3.66e-02)"
Mt3,7,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Ptprs,7,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Bcl11a,7,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); positive regulation of cell projection organization (GO:0031346, p=3.46e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Ttc3,7,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Slit3,6,"axonogenesis (GO:0007409, p=1.06e-06); neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); axon extension (GO:0048675, p=6.53e-03); cell growth (GO:0016049, p=1.52e-02)"
Hnrnpk,5,"neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); positive regulation of cell projection organization (GO:0031346, p=3.46e-03); cell growth (GO:0016049, p=1.52e-02)"
Lgi1,4,"axonogenesis (GO:0007409, p=1.06e-06); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); cell growth (GO:0016049, p=1.52e-02); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Syt4,4,"neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); cell growth (GO:0016049, p=1.52e-02)"
Tmem108,4,"neuron projection extension (GO:1990138, p=4.98e-05); developmental cell growth (GO:0048588, p=2.40e-04); developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); cell growth (GO:0016049, p=1.52e-02)"
Cfl1,4,"developmental growth involved in morphogenesis (GO:0060560, p=2.75e-04); positive regulation of cell projection organization (GO:0031346, p=3.46e-03); cell growth (GO:0016049, p=1.52e-02); regulation of cell size (GO:0008361, p=3.64e-02)"
Tubb2b,2,"axonogenesis (GO:0007409, p=1.06e-06); positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Actb,2,"axonogenesis (GO:0007409, p=1.06e-06); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Actg1,2,"axonogenesis (GO:0007409, p=1.06e-06); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Nefl,2,"axonogenesis (GO:0007409, p=1.06e-06); positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Slc25a4,2,"developmental cell growth (GO:0048588, p=2.40e-04); cell growth (GO:0016049, p=1.52e-02)"
Pacsin1,2,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03)"
Rapgef4,2,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Nbea,2,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); protein localization to cell junction (GO:1902414, p=4.78e-02)"
