gene,frequency,go_terms
Fgf13,15,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); muscle system process (GO:0003012, p=2.92e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); action potential (GO:0001508, p=1.77e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); heart process (GO:0003015, p=2.48e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Ntrk3,10,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); action potential (GO:0001508, p=1.77e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Ephb2,9,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); central nervous system neuron differentiation (GO:0021953, p=2.01e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03); postsynapse organization (GO:0099173, p=1.51e-03)"
Rufy3,9,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Bcl11a,9,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Mapt,9,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Cacna1c,9,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Dmd,9,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Cacna1d,8,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Calm1,8,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Ptk2,7,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); muscle system process (GO:0003012, p=2.92e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); central nervous system neuron differentiation (GO:0021953, p=2.01e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Sema6a,7,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Nin,7,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
Zeb2,7,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
L1cam,7,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04)"
Macf1,7,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04)"
Atp2a2,7,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04)"
Slc8a1,7,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Atp1b1,7,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Kcnd2,7,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Foxp1,6,"axonogenesis (GO:0007409, p=1.83e-09); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); muscle system process (GO:0003012, p=2.92e-05); action potential (GO:0001508, p=1.77e-04); regulation of developmental growth (GO:0048638, p=2.45e-04)"
Cacna1a,5,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); regulation of membrane potential (GO:0042391, p=1.31e-05); central nervous system neuron differentiation (GO:0021953, p=2.01e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Hsp90aa1,5,"axonogenesis (GO:0007409, p=1.83e-09); developmental cell growth (GO:0048588, p=1.74e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
Sgcd,5,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04)"
Uty,5,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04)"
Homer1,5,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Prkd1,5,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Rims2,5,"regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Grin2b,5,"regulation of membrane potential (GO:0042391, p=1.31e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); action potential (GO:0001508, p=1.77e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03); postsynapse organization (GO:0099173, p=1.51e-03)"
