gene,frequency,go_terms
Atp1b1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Asic2,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Calm1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Cfl1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Ndufa4,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Calm3,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Tcaf1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Slc25a4,3,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03)"
Actb,3,"regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); axonogenesis (GO:0007409, p=2.29e-02)"
Dpp6,3,"positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)"
Camk2d,2,"regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03)"
Akt3,1,"positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03)"
Tubb2b,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Hsp90aa1,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Actg1,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Hsp90ab1,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Uchl1,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Unc5c,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Slit3,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Aplp1,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Lgi1,1,"axonogenesis (GO:0007409, p=2.29e-02)"
Lhx2,1,"axonogenesis (GO:0007409, p=2.29e-02)"
