gene,frequency,go_terms
Fgf13,37,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); muscle system process (GO:0003012, p=2.92e-05); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); action potential (GO:0001508, p=1.77e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); heart process (GO:0003015, p=2.48e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); circulatory system process (GO:0003013, p=4.83e-03); cell growth (GO:0016049, p=5.13e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); cardiac muscle cell action potential (GO:0086001, p=6.42e-03); regulation of neurogenesis (GO:0050767, p=6.55e-03); regulation of cell size (GO:0008361, p=8.79e-03); synapse assembly (GO:0007416, p=1.02e-02); positive regulation of sodium ion transport (GO:0010765, p=1.17e-02); actin filament-based movement (GO:0030048, p=1.75e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); neuron migration (GO:0001764, p=2.01e-02); actin-mediated cell contraction (GO:0070252, p=2.27e-02); regulation of extent of cell growth (GO:0061387, p=2.44e-02); negative regulation of axonogenesis (GO:0050771, p=2.65e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.66e-02); regulation of cellular component size (GO:0032535, p=4.26e-02)"
Cacna1c,28,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); cardiac muscle cell action potential (GO:0086001, p=6.42e-03); calcium ion transport (GO:0006816, p=7.45e-03); calcium ion transmembrane import into cytosol (GO:0097553, p=7.73e-03); locomotory behavior (GO:0007626, p=9.63e-03); regulation of calcium ion transport (GO:0051924, p=1.54e-02); actin filament-based movement (GO:0030048, p=1.75e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); actin-mediated cell contraction (GO:0070252, p=2.27e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.66e-02); calcium ion import (GO:0070509, p=4.42e-02)"
Dmd,27,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); cardiac muscle cell action potential (GO:0086001, p=6.42e-03); calcium ion transport (GO:0006816, p=7.45e-03); calcium ion transmembrane import into cytosol (GO:0097553, p=7.73e-03); locomotory behavior (GO:0007626, p=9.63e-03); positive regulation of sodium ion transport (GO:0010765, p=1.17e-02); regulation of calcium ion transport (GO:0051924, p=1.54e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.66e-02); regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882, p=3.40e-02)"
Cacna1d,24,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); cardiac muscle cell action potential (GO:0086001, p=6.42e-03); calcium ion transport (GO:0006816, p=7.45e-03); calcium ion transmembrane import into cytosol (GO:0097553, p=7.73e-03); regulation of calcium ion transport (GO:0051924, p=1.54e-02); actin filament-based movement (GO:0030048, p=1.75e-02); actin-mediated cell contraction (GO:0070252, p=2.27e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.66e-02); calcium ion import (GO:0070509, p=4.42e-02)"
Mapt,23,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03); cell growth (GO:0016049, p=5.13e-03); neuron projection extension (GO:1990138, p=5.29e-03); regulation of neurogenesis (GO:0050767, p=6.55e-03); positive regulation of nervous system development (GO:0051962, p=6.63e-03); regulation of cell size (GO:0008361, p=8.79e-03); locomotory behavior (GO:0007626, p=9.63e-03); synapse assembly (GO:0007416, p=1.02e-02); positive regulation of neurogenesis (GO:0050769, p=1.71e-02); neuron migration (GO:0001764, p=2.01e-02); positive regulation of cell development (GO:0010720, p=2.05e-02); regulation of extent of cell growth (GO:0061387, p=2.44e-02); protein localization to synapse (GO:0035418, p=3.34e-02); regulation of cellular component size (GO:0032535, p=4.26e-02); axon extension (GO:0048675, p=4.54e-02)"
Calm1,23,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); cardiac muscle cell action potential (GO:0086001, p=6.42e-03); calcium ion transport (GO:0006816, p=7.45e-03); calcium ion transmembrane import into cytosol (GO:0097553, p=7.73e-03); regulation of calcium ion transport (GO:0051924, p=1.54e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.66e-02)"
Ntrk3,22,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); action potential (GO:0001508, p=1.77e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of developmental growth (GO:0048638, p=2.45e-04); postsynapse organization (GO:0099173, p=1.51e-03); cell growth (GO:0016049, p=5.13e-03); neuron projection extension (GO:1990138, p=5.29e-03); regulation of neurogenesis (GO:0050767, p=6.55e-03); positive regulation of nervous system development (GO:0051962, p=6.63e-03); regulation of cell size (GO:0008361, p=8.79e-03); synapse assembly (GO:0007416, p=1.02e-02); positive regulation of neurogenesis (GO:0050769, p=1.71e-02); neuron migration (GO:0001764, p=2.01e-02); positive regulation of cell development (GO:0010720, p=2.05e-02); regulation of extent of cell growth (GO:0061387, p=2.44e-02); regulation of cellular component size (GO:0032535, p=4.26e-02); axon extension (GO:0048675, p=4.54e-02)"
Slc8a1,22,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); calcium ion transport (GO:0006816, p=7.45e-03); calcium ion transmembrane import into cytosol (GO:0097553, p=7.73e-03); regulation of calcium ion transport (GO:0051924, p=1.54e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882, p=3.40e-02); calcium ion import (GO:0070509, p=4.42e-02)"
Atp1b1,22,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of metal ion transport (GO:0010959, p=6.11e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); regulation of monoatomic cation transmembrane transport (GO:1904062, p=6.35e-03); calcium ion transport (GO:0006816, p=7.45e-03); positive regulation of sodium ion transport (GO:0010765, p=1.17e-02); regulation of calcium ion transport (GO:0051924, p=1.54e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.66e-02); regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882, p=3.40e-02)"
Atp2a2,21,"muscle contraction (GO:0006936, p=6.86e-06); regulation of membrane potential (GO:0042391, p=1.31e-05); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05); heart contraction (GO:0060047, p=1.21e-04); action potential (GO:0001508, p=1.77e-04); heart process (GO:0003015, p=2.48e-04); cardiac muscle contraction (GO:0060048, p=1.72e-03); blood circulation (GO:0008015, p=1.78e-03); regulation of blood circulation (GO:1903522, p=3.64e-03); calcium ion transmembrane transport (GO:0070588, p=4.47e-03); circulatory system process (GO:0003013, p=4.83e-03); regulation of heart contraction (GO:0008016, p=5.47e-03); regulation of striated muscle contraction (GO:0006942, p=6.12e-03); cardiac muscle cell action potential (GO:0086001, p=6.42e-03); calcium ion transport (GO:0006816, p=7.45e-03); calcium ion-regulated exocytosis of neurotransmitter (GO:0048791, p=1.41e-02); actin filament-based movement (GO:0030048, p=1.75e-02); regulation of cardiac muscle contraction (GO:0055117, p=1.97e-02); actin-mediated cell contraction (GO:0070252, p=2.27e-02); regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882, p=3.40e-02)"
