gene,frequency,go_terms
Pten,15,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Ntrk2,14,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); neuron migration (GO:0001764, p=7.05e-11); action potential (GO:0001508, p=7.55e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Gsk3b,13,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); neuron migration (GO:0001764, p=7.05e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cell junction assembly (GO:0034329, p=2.13e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Fgf13,12,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); neuron migration (GO:0001764, p=7.05e-11); action potential (GO:0001508, p=7.55e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Kalrn,11,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); memory (GO:0007613, p=3.80e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08)"
Epha4,11,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Mapt,11,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); neuron migration (GO:0001764, p=7.05e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Robo1,10,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cell junction assembly (GO:0034329, p=2.13e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Ptprs,10,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cell junction assembly (GO:0034329, p=2.13e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Agrn,10,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cell junction assembly (GO:0034329, p=2.13e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Grin2b,10,"regulation of membrane potential (GO:0042391, p=1.77e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); action potential (GO:0001508, p=7.55e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09)"
Nrxn1,10,"regulation of membrane potential (GO:0042391, p=1.77e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Ptn,10,"regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08)"
Efna5,9,"axonogenesis (GO:0007409, p=5.69e-23); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cell junction assembly (GO:0034329, p=2.13e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Ptprz1,8,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); neuron migration (GO:0001764, p=7.05e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Nrp2,8,"axonogenesis (GO:0007409, p=5.69e-23); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); neuron migration (GO:0001764, p=7.05e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08)"
Numb,8,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cell junction assembly (GO:0034329, p=2.13e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); synapse assembly (GO:0007416, p=5.19e-08)"
Nrcam,8,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); action potential (GO:0001508, p=7.55e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09)"
Flrt2,8,"axonogenesis (GO:0007409, p=5.69e-23); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); neuron migration (GO:0001764, p=7.05e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cell junction assembly (GO:0034329, p=2.13e-09); synapse assembly (GO:0007416, p=5.19e-08)"
Gria1,8,"regulation of membrane potential (GO:0042391, p=1.77e-13); action potential (GO:0001508, p=7.55e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); synapse assembly (GO:0007416, p=5.19e-08)"
Sema6a,7,"axonogenesis (GO:0007409, p=5.69e-23); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); neuron migration (GO:0001764, p=7.05e-11); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Epha3,7,"axonogenesis (GO:0007409, p=5.69e-23); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); cell junction assembly (GO:0034329, p=2.13e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Mycbp2,7,"axonogenesis (GO:0007409, p=5.69e-23); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); cell junction assembly (GO:0034329, p=2.13e-09); synapse assembly (GO:0007416, p=5.19e-08)"
Lrrk2,7,"regulation of membrane potential (GO:0042391, p=1.77e-13); dendrite development (GO:0016358, p=6.27e-13); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Grin2a,7,"regulation of membrane potential (GO:0042391, p=1.77e-13); action potential (GO:0001508, p=7.55e-11); postsynapse organization (GO:0099173, p=1.26e-09); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09)"
Large1,7,"neuron migration (GO:0001764, p=7.05e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); regulation of synaptic plasticity (GO:0048167, p=7.77e-09); synapse assembly (GO:0007416, p=5.19e-08)"
Sema6d,6,"axonogenesis (GO:0007409, p=5.69e-23); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Neo1,6,"axonogenesis (GO:0007409, p=5.69e-23); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); neuron migration (GO:0001764, p=7.05e-11); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Cck,6,"axonogenesis (GO:0007409, p=5.69e-23); regulation of membrane potential (GO:0042391, p=1.77e-13); neuron migration (GO:0001764, p=7.05e-11); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); memory (GO:0007613, p=3.80e-09)"
Gap43,6,"axonogenesis (GO:0007409, p=5.69e-23); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); postsynapse organization (GO:0099173, p=1.26e-09); cell junction assembly (GO:0034329, p=2.13e-09); synapse assembly (GO:0007416, p=5.19e-08)"
Cdh2,6,"axonogenesis (GO:0007409, p=5.69e-23); regulation of synapse structure or activity (GO:0050803, p=4.89e-11); regulation of synapse organization (GO:0050807, p=1.34e-10); postsynapse organization (GO:0099173, p=1.26e-09); cell junction assembly (GO:0034329, p=2.13e-09); synapse assembly (GO:0007416, p=5.19e-08)"
Dscam,6,"axonogenesis (GO:0007409, p=5.69e-23); dendrite development (GO:0016358, p=6.27e-13); axon guidance (GO:0007411, p=7.00e-11); neuron projection guidance (GO:0097485, p=7.00e-11); developmental growth involved in morphogenesis (GO:0060560, p=1.44e-08); positive regulation of cell projection organization (GO:0031346, p=1.81e-08)"
Flna,6,"regulation of membrane potential (GO:0042391, p=1.77e-13); neuron migration (GO:0001764, p=7.05e-11); action potential (GO:0001508, p=7.55e-11); negative regulation of cell projection organization (GO:0031345, p=8.07e-09); positive regulation of cell projection organization (GO:0031346, p=1.81e-08); negative regulation of neuron projection development (GO:0010977, p=3.84e-08)"
Gabrb3,6,"regulation of membrane potential (GO:0042391, p=1.77e-13); cognition (GO:0050890, p=1.38e-09); learning or memory (GO:0007611, p=1.95e-09); cell junction assembly (GO:0034329, p=2.13e-09); memory (GO:0007613, p=3.80e-09); synapse assembly (GO:0007416, p=5.19e-08)"
