"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0044325","GO:0044325",1,"GO:0044325",8.18538454045309,169,"transmembrane transporter binding","transmembrane transporter binding",0.877923076923077,1,0
"GO:0003729","GO:0003729",2,"GO:0003729",6.7092024846052,386,"mRNA binding","mRNA binding",0.753692307692308,0.4686,0
"GO:0035254","GO:0035254",3,"GO:0035254",3.820421343872,76,"glutamate receptor binding","glutamate receptor binding",0.858153846153846,0.734,0
"GO:0001664","GO:0001664",3,"GO:0035254",3.56142428349543,335,"G protein-coupled receptor binding","glutamate receptor binding",0.839923076923077,0.734,0.532
"GO:0003725","GO:0003725",2,"GO:0003729",3.30579007028867,82,"double-stranded RNA binding","mRNA binding",0.793230769230769,0.5586,0.62
"GO:0003730","GO:0003730",2,"GO:0003729",2.8666627320048,119,"mRNA 3'-UTR binding","mRNA binding",0.769538461538462,0.4996,0.891
"GO:0051020","GO:0051020",4,"GO:0051020",2.8427187232629,337,"GTPase binding","GTPase binding",0.752692307692308,0.46175,0
"GO:0031625","GO:0031625",4,"GO:0051020",2.4940222948663,338,"ubiquitin protein ligase binding","GTPase binding",0.753,0.463,0.582
"GO:0044389","GO:0044389",4,"GO:0051020",2.42297396390308,358,"ubiquitin-like protein ligase binding","GTPase binding",0.752,0.46125,0.586
"GO:0008143","GO:0008143",2,"GO:0003729",1.97747159590935,33,"poly(A) binding","mRNA binding",0.768,0.4852,0.567
"GO:0070717","GO:0070717",2,"GO:0003729",1.88872151193799,41,"poly-purine tract binding","mRNA binding",0.764846153846154,0.4788,0.579
"GO:0017022","GO:0017022",5,"GO:0017022",1.76458601161586,77,"myosin binding","myosin binding",0.884846153846154,1,0
"GO:0031267","GO:0031267",4,"GO:0051020",1.47611408864247,297,"small GTPase binding","GTPase binding",0.754615384615385,0.465,0.985
