"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Gm47283",2.18183107327576e-107,-2.46918441947029,0.701,0.874,5.4648322892338e-103,"Gm47283","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Gm42418",9.6776617339991e-66,-0.966860787438374,0.998,1,2.42396393451475e-61,"Gm42418","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Tuba1a",3.93607391823955e-58,-2.0529527450958,0.886,0.959,9.85868434301459e-54,"Tuba1a","ExN_45","24hrvs1hr_SAL","Down","Sig"
"AY036118",1.45979694418049e-56,-1.29320494477739,0.905,0.924,3.65635340608888e-52,"AY036118","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Tubb2b",1.15832130423321e-45,-2.40083656799489,0.486,0.79,2.90124737071293e-41,"Tubb2b","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Nfib",3.09509971739259e-41,-1.21361921063306,0.665,0.645,7.75229626215321e-37,"Nfib","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Actb",1.22840636420617e-37,-1.94921445094924,0.515,0.71,3.07678942042719e-33,"Actb","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Ubb",5.41016823515443e-37,-3.12634044340804,0.155,0.463,1.35508483785913e-32,"Ubb","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Tubb5",7.40727094286792e-37,-1.86156813057777,0.642,0.801,1.85529915306013e-32,"Tubb5","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Tubb2a",7.35362198718461e-34,-1.81118729279731,0.62,0.792,1.84186169913013e-29,"Tubb2a","ExN_45","24hrvs1hr_SAL","Down","Sig"
"Ntm",3.14231354447403e-33,1.04438994419651,0.997,0.879,7.8705527348441e-29,"Ntm","ExN_45","24hrvs1hr_SAL","Up","Sig"
"Hsp90aa1",1.33953712009399e-31,-1.82785551741797,0.447,0.626,3.35513862469942e-27,"Hsp90aa1","ExN_45","24hrvs1hr_SAL","Down","Sig"
