"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Gm47283",2.18183107327576e-107,-2.46918441947029,0.701,0.874,5.4648322892338e-103,"Gm47283","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Gm42418",9.6776617339991e-66,-0.966860787438374,0.998,1,2.42396393451475e-61,"Gm42418","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Tuba1a",3.93607391823955e-58,-2.0529527450958,0.886,0.959,9.85868434301459e-54,"Tuba1a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"AY036118",1.45979694418049e-56,-1.29320494477739,0.905,0.924,3.65635340608888e-52,"AY036118","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Tubb2b",1.15832130423321e-45,-2.40083656799489,0.486,0.79,2.90124737071293e-41,"Tubb2b","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Nfib",3.09509971739259e-41,-1.21361921063306,0.665,0.645,7.75229626215321e-37,"Nfib","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Actb",1.22840636420617e-37,-1.94921445094924,0.515,0.71,3.07678942042719e-33,"Actb","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Ubb",5.41016823515443e-37,-3.12634044340804,0.155,0.463,1.35508483785913e-32,"Ubb","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Tubb5",7.40727094286792e-37,-1.86156813057777,0.642,0.801,1.85529915306013e-32,"Tubb5","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Tubb2a",7.35362198718461e-34,-1.81118729279731,0.62,0.792,1.84186169913013e-29,"Tubb2a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Ntm",3.14231354447403e-33,1.04438994419651,0.997,0.879,7.8705527348441e-29,"Ntm","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Hsp90aa1",1.33953712009399e-31,-1.82785551741797,0.447,0.626,3.35513862469942e-27,"Hsp90aa1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Sgcd",2.41493127006372e-29,-1.03926851814826,0.675,0.669,6.0486783521286e-25,"Sgcd","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Mid1",1.09826822673579e-28,-2.38444567351282,0.184,0.446,2.75083242750514e-24,"Mid1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Actg1",1.48806448081502e-28,-1.88420977235296,0.451,0.647,3.72715510509738e-24,"Actg1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Dpyd",1.06822478764103e-27,-1.37297848749987,0.433,0.537,2.6755826256045e-23,"Dpyd","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Tenm1",1.12169637655127e-26,-1.13906809122876,0.867,0.838,2.80951291434796e-22,"Tenm1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Kirrel3",4.19367450637933e-25,-0.454853724773861,0.742,0.725,1.05038965361283e-20,"Kirrel3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Kcnq5",6.10500986241762e-23,0.426082385814863,1,0.965,1.52912182023974e-18,"Kcnq5","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Oxr1",1.52168417133174e-21,-0.413302169523246,0.767,0.623,3.8113623439346e-17,"Oxr1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Hsp90ab1",2.25201924140546e-21,-1.37558136895611,0.514,0.623,5.64063259394826e-17,"Hsp90ab1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"mt-Co3",5.76598386011982e-21,-1.32884461467759,0.648,0.799,1.44420597744421e-16,"mt-Co3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Cwc22",7.45886987766812e-21,0.9933571715305,0.957,0.669,1.86822313825953e-16,"Cwc22","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Pantr1",3.91134831234059e-20,1.68019682187566,0.491,0.165,9.79675411791947e-16,"Pantr1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Map2",9.20019072286552e-20,-0.436347883204194,0.971,0.937,2.30437177035613e-15,"Map2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"mt-Co1",1.05206796404927e-19,-1.52561677139439,0.489,0.669,2.6351146295542e-15,"mt-Co1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Cntnap5a",1.26102145193644e-19,-0.701883573687049,0.508,0.535,3.15848043066521e-15,"Cntnap5a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Ctnna2",6.75481793621735e-19,-0.252508967586712,0.995,0.991,1.69187924848436e-14,"Ctnna2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Marcks",1.47081370502529e-18,-1.85920611452882,0.296,0.45,3.68394708697685e-14,"Marcks","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Arpp21",7.30211052863068e-18,0.354248752458769,1,0.998,1.82895962410613e-13,"Arpp21","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Usp22",1.76270681114476e-17,-1.30967616749908,0.369,0.446,4.41505174987428e-13,"Usp22","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Tuba1b",3.01404701872615e-17,-1.88811599445015,0.284,0.446,7.54928356780339e-13,"Tuba1b","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Lrfn5",6.98966304350594e-17,-0.361831748398761,0.992,0.974,1.75070090250693e-12,"Lrfn5","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Grip1",1.59440463777025e-16,-0.333624407972763,0.966,0.931,3.99350529622314e-12,"Grip1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Kcnh5",3.23263682612586e-16,1.04321062590884,0.623,0.398,8.09678545839743e-12,"Kcnh5","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Ctnnb1",3.73780551199272e-16,-1.35149808820368,0.308,0.331,9.36208146588818e-12,"Ctnnb1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Uchl1",4.39167298193547e-16,-1.41635322188359,0.459,0.571,1.09998233178538e-11,"Uchl1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
"Mcc",9.599004267963e-16,1.19492825210836,0.605,0.242,2.40426259899669e-11,"Mcc","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up","Sig"
"Cfl1",9.6682369324591e-16,-1.76484380850388,0.287,0.446,2.42160330447303e-11,"Cfl1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down","Sig"
