"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0007409","GO:0007409","axonogenesis","60/970","456/17643",2.79600023897128e-10,1.30908731188635e-06,1.070450452582e-06,"Actb/Tubb2b/Actg1/Hsp90aa1/Trpc5/Hsp90ab1/Slit3/Sema3c/Flrt2/Ephb2/Ablim1/Tubb3/Map3k13/Ptpro/Dnm2/Dixdc1/Uchl1/D130043K22Rik/Matn2/Epha6/Sema6d/Map6/Nova2/Epha7/Dpysl5/Arhgap35/Zeb2/Chl1/Bcl11a/Sema6a/Cntn1/Rufy3/Epha5/Ntng2/Mef2c/Cntn6/Adarb1/Cdkl3/Mark2/B4galt6/Smurf1/Pak1/Pitpna/Itgb1/Prkca/Fgfr2/Robo2/Sema4d/Shtn1/Epha4/Abl1/Klf7/Snap91/Stxbp5/Aplp1/Ptprs/Cck/Epha3/Lgi1/Unc5c",60,5.88303138644704,0.0618556701030928,0.0258459445672505,2.39324470971243,14.0795337426865,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0016358","GO:0016358","dendrite development","47/970","317/17643",4.97518556728423e-10,2.32938188260248e-06,1.070450452582e-06,"Trpc5/Dgkg/Dtnbp1/Ephb2/Nr3c1/Rapgef4/Iqgap1/Nck2/Dynlt1a/Asap1/D130043K22Rik/Matn2/Pacsin1/Map6/Camk1d/Lzts1/Hecw1/Dpysl5/Iqsec1/Bcl11a/Cfl1/Met/Myo6/Cpeb3/Neurl1a/Dab2ip/Epha5/Prmt3/Mef2c/Spire1/Ankrd27/Btbd3/Camk2a/Arhgap44/Cdkl3/Pak1/Fat3/Tbc1d24/Itgb1/Abi2/Stau2/Sema4d/Epha4/Abl1/Klf7/Ptprs/Csmd3",47,5.63275930669442,0.0484536082474227,0.0179674658504789,2.69674135744252,15.1900949788821,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0050803","GO:0050803","regulation of synapse structure or activity","41/970","306/17643",1.16649516812263e-07,0.000546153037715016,0.000136416125469005,"Tuba1a/Tubb5/Hspa8/Syndig1/Flrt2/Dtnbp1/Ephb2/Rapgef4/Nrg2/Ptpro/Lrfn2/Asap1/Nrg1/Lzts1/Epha7/Shank2/Mapk14/Cfl1/Sybu/Il1rapl2/Neurl1a/Dab2ip/Ntng2/Mef2c/Arhgap44/St8sia2/Mark2/Itgb1/Prkca/Abi2/Stau2/Sema4d/Epha4/Abl1/Gpr158/Snap91/Magi2/Ptprs/Prnp/Clstn1/Camkv",41,3.26268564644835,0.0422680412371134,0.017343989117497,2.43704265211239,7.95130408082952,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0050807","GO:0050807","regulation of synapse organization","40/970","298/17643",1.58314890780161e-07,0.000741230318632714,0.000136416125469005,"Tuba1a/Tubb5/Hspa8/Syndig1/Flrt2/Dtnbp1/Ephb2/Rapgef4/Nrg2/Ptpro/Lrfn2/Asap1/Nrg1/Lzts1/Epha7/Shank2/Mapk14/Cfl1/Il1rapl2/Neurl1a/Dab2ip/Ntng2/Mef2c/Arhgap44/St8sia2/Mark2/Itgb1/Prkca/Abi2/Stau2/Sema4d/Epha4/Abl1/Gpr158/Snap91/Magi2/Ptprs/Prnp/Clstn1/Camkv",40,3.13004682499049,0.0412371134020619,0.0168905514935102,2.44143084480731,7.64179286422297,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0031346","GO:0031346","positive regulation of cell projection organization","52/970","440/17643",1.58506995102196e-07,0.00074212975106848,0.000136416125469005,"Tubb2b/Hsp90aa1/Trpc5/Ahi1/Ephb2/Map3k13/Rapgef1/Dnm2/Iqgap1/Plppr5/Dixdc1/Dynlt1a/Flna/Nrg1/Pacsin1/Map6/Camk1d/Arhgap35/Enc1/Zeb2/Bcl11a/Cntn1/Eps8/Cfl1/Fut9/Met/Rufy3/Neurl1a/Dab2ip/Ripor2/Ankrd27/Dmd/Cdkl3/Mark2/Smurf1/Rala/Pak1/Tbc1d24/Itgb1/Rap1a/Fig4/Robo2/Abi2/Stau2/Sema4d/Shtn1/Epha4/Abl1/Snap91/Magi2/Epha3/Tenm3",52,3.12952015773074,0.0536082474226804,0.0249390693192768,2.14956888472352,6.72711915517305,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","24/970","132/17643",2.01853332273747e-07,0.000945077301705686,0.000144767793392119,"Hsp90aa1/Rapgef4/Cacng8/Nrg1/Pacsin1/Iqsec1/Rnf216/Prkcz/Eps8/Myo6/Hip1/Camk2a/Arhgap44/Rala/Itgb1/Cacng7/Rap1a/Prkn/Nrxn3/Nbea/Ctnnd1/Magi2/Lgi1/Clstn1",24,3.02453266733074,0.0247422680412371,0.00748172079578303,3.30702905342081,10.0022174038831,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0007265","GO:0007265","Ras protein signal transduction","42/970","327/17643",2.6700868369121e-07,0.00125013465704224,0.000164140075027017,"Ephb2/Srgap1/Cyth3/Rapgef4/Rapgef1/Dnm2/Dynlt1a/Nrg1/Mmd2/Mapkap1/Bcl6/Rab30/Ssx2ip/Arhgap35/Iqsec1/Scai/Dlc1/Eps8/Rasgef1b/Synj2bp/Met/Dab2ip/Ripor2/Stmn3/Bcr/Sos2/Arhgap44/Ralgps1/Elmo1/Rala/Pik3cb/Itgb1/Arhgap5/Rap1a/Abi2/Ksr2/Dgki/Shtn1/Abl1/Dennd4a/Iqsec3/Camk2d",42,2.9030432048634,0.0432989690721649,0.0185342628804625,2.33615813865506,6.78196800990891,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","32/970","220/17643",4.52229878467944e-07,0.00211734029098691,0.000243252071470652,"Ephb2/Cyth3/Rap1gap2/Cdon/Rapgef1/Dnm2/Dynlt1a/Nrg1/Mmd2/Mapkap1/Bcl6/Ssx2ip/Arhgap35/Iqsec1/Scai/Dlc1/Eps8/Met/Dab2ip/Ripor2/Stmn3/Bcr/Sos2/Arhgap44/Ralgps1/Pik3cb/Itgb1/Dgki/Abl1/Dennd4a/Iqsec3/Camk2d",32,2.67420933819156,0.0329896907216495,0.0124695346596384,2.64562324273665,7.07495038106297,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0046578","GO:0046578","regulation of Ras protein signal transduction","29/970","190/17643",5.62019526979229e-07,0.00263137542531675,0.000251640141798392,"Ephb2/Cyth3/Rapgef1/Dnm2/Dynlt1a/Nrg1/Mmd2/Mapkap1/Bcl6/Ssx2ip/Arhgap35/Iqsec1/Scai/Dlc1/Eps8/Met/Dab2ip/Ripor2/Stmn3/Bcr/Arhgap44/Ralgps1/Pik3cb/Itgb1/Dgki/Abl1/Dennd4a/Iqsec3/Camk2d",29,2.5798171855472,0.0298969072164948,0.0107691435696877,2.77616386326641,7.1619952443498,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
"GO:0043087","GO:0043087","regulation of GTPase activity","40/970","313/17643",5.84780172965931e-07,0.00273794076982649,0.000251640141798392,"Lrch1/Rap1gap2/Tbck/Rapgef4/Rapgef1/Iqgap1/Dynlt1a/Asap1/Sgsm1/Lims1/Bcl6/Arhgap35/Rasa1/Ccl25/Rap1gds1/Rab11fip2/Rasgef1b/Met/Rgs7/Rgs11/Dab2ip/Epha5/Ptprn2/Ripor2/Vav3/Stmn3/Bcr/Sos2/Tbc1d22a/Arhgap44/Ralgps1/Ccpg1/Itgb1/Rap1a/Sema4d/Dgki/Epha4/Iqsec3/Epha3/Gnao1",40,2.56257595124065,0.0412371134020619,0.0177407470384855,2.32442936662165,5.95652679526219,"ExcitatoryNeuronsCA1","24hrvs1hr_SAL"
