"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",6.00987938398689e-30,-1.32220897678989,0.601,0.955,1.5052944893072e-25,"Cwc22","MGE","PTZvsSAL_24hr","Down"
"mt-Nd1",4.14264956510746e-12,1.29813445262431,0.65,0.436,1.03760943657247e-07,"mt-Nd1","MGE","PTZvsSAL_24hr","Up"
"mt-Co2",1.91132565485498e-11,1.09539447783715,0.771,0.554,4.78729736771527e-07,"mt-Co2","MGE","PTZvsSAL_24hr","Up"
"mt-Co3",2.99041433780277e-11,1.01631206718445,0.798,0.641,7.4900907918946e-07,"mt-Co3","MGE","PTZvsSAL_24hr","Up"
"mt-Atp6",3.55160484582353e-09,0.917790745731982,0.695,0.54,8.89570465733421e-05,"mt-Atp6","MGE","PTZvsSAL_24hr","Up"
"Kcnip1",4.99803600840025e-09,-0.715521558618599,0.592,0.826,0.000125185807902401,"Kcnip1","MGE","PTZvsSAL_24hr","Down"
"Camk1d",1.90976868966409e-08,-0.401637752083634,0.861,0.941,0.000478339763700164,"Camk1d","MGE","PTZvsSAL_24hr","Down"
"mt-Co1",2.68122056112306e-08,1.19854994841616,0.655,0.516,0.000671565313944492,"mt-Co1","MGE","PTZvsSAL_24hr","Up"
"Gm16105",3.64362917544648e-07,-1.41457176409409,0.112,0.303,0.00912619799574081,"Gm16105","MGE","PTZvsSAL_24hr","Down"
"mt-Cytb",5.30498289096023e-07,1.03392409097315,0.529,0.359,0.0132873906469881,"mt-Cytb","MGE","PTZvsSAL_24hr","Up"
"Tuba1a",1.51697840342106e-06,0.82264026105394,0.825,0.801,0.0379957580704872,"Tuba1a","MGE","PTZvsSAL_24hr","Up"
