"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr4-22488062-22488888",1.53540597890905e-85,1.26030902918408,0.25,0.142,2.54295473632896e-80,"0","chr4-22488062-22488888"
"chr2-18056238-18057198",3.35183344675503e-48,0.848158229964614,0.324,0.25,5.55134007285014e-43,"0","chr2-18056238-18057198"
"chr6-108659097-108659937",4.22724643053156e-42,0.946967856326481,0.26,0.191,7.00120781071067e-37,"0","chr6-108659097-108659937"
"chr4-47352733-47353598",6.08089157120413e-18,0.640420670457767,0.259,0.222,1.0071233429144e-12,"0","chr4-47352733-47353598"
"chr14-34310190-34311082",3.72936201309741e-14,0.573701996211642,0.284,0.264,6.17660665971206e-09,"0","chr14-34310190-34311082"
"chr15-58076131-58076998",2.04560653185832e-12,0.543065644244556,0.29,0.274,3.38795399412906e-07,"0","chr15-58076131-58076998"
"chr10-58322931-58323868",2.72588323360275e-12,0.532601827248055,0.305,0.294,4.51463507032521e-07,"0","chr10-58322931-58323868"
"chr15-38298850-38299698",4.10577704791225e-12,0.582932241946686,0.263,0.243,6.80002900452274e-07,"0","chr15-38298850-38299698"
"chr11-23497616-23498470",4.31223226081342e-12,0.592553183859782,0.251,0.229,7.1419621926818e-07,"0","chr11-23497616-23498470"
"chr1-125560319-125561147",4.08476708297015e-10,0.525831214855124,0.276,0.263,6.76523209048599e-05,"0","chr1-125560319-125561147"
"chr19-53142099-53143038",4.08153097098167e-07,0.416261681327364,0.332,0.351,0.0675987240944954,"0","chr19-53142099-53143038"
"chr6-88841760-88842724",8.45270577014181e-07,0.414483408904761,0.321,0.336,0.139994558235666,"0","chr6-88841760-88842724"
"chr13-47043003-47043888",1.23475771838371e-06,0.468547061171856,0.277,0.28,0.204501808076428,"0","chr13-47043003-47043888"
"chr15-9070873-9071751",1.95640683194842e-06,0.440663792550992,0.278,0.278,0.324022055914128,"0","chr15-9070873-9071751"
"chr2-76647741-76648630",2.12809683740149e-06,0.472129000688821,0.278,0.283,0.352457526307272,"0","chr2-76647741-76648630"
"chr4-40853604-40854521",3.41389942833953e-06,0.464910149415898,0.265,0.267,0.565413437221021,"0","chr4-40853604-40854521"
"chr19-41980865-41981793",1.68297978190036e-05,0.378350910966192,0.336,0.366,1,"0","chr19-41980865-41981793"
