"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Rnf157",7.36198149588588e-05,2.42759964812605,0.344,0.082,1,"Rnf157","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Tmem161b",7.82462907313306e-05,1.9342481019057,0.385,0.11,1,"Tmem161b","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Btbd7",0.000171588552658216,1.87731493261897,0.365,0.11,1,"Btbd7","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Ext1",0.000186680053812142,-1.32326589348238,0.375,0.575,1,"Ext1","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Down"
"Cwc22",0.000207551191320879,1.00624088127316,0.76,0.521,1,"Cwc22","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Rps6ka3",0.000486871163402215,1.33726635191612,0.427,0.164,1,"Rps6ka3","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Malat1",0.000612457240032161,-0.274427051547544,1,1,1,"Malat1","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Down"
"Fam168a",0.000907578472162459,0.608831419043614,0.521,0.205,1,"Fam168a","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Chm",0.00108195157524251,0.87577734315067,0.531,0.26,1,"Chm","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Ewsr1",0.00111095135933088,0.988502398931907,0.521,0.233,1,"Ewsr1","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Arsb",0.00116612686691348,1.70809165556347,0.302,0.096,1,"Arsb","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Dpy19l1",0.00133196445957093,1.33028171192174,0.49,0.247,1,"Dpy19l1","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Arhgef9",0.00213727350913634,1.69629094380727,0.302,0.11,1,"Arhgef9","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Twsg1",0.00232450879502138,1.0577585070715,0.281,0.082,1,"Twsg1","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
"Smoc2",0.00236700554649056,1.38366452896026,0.375,0.151,1,"Smoc2","NdnfRelnInhibitoryInterneurons","PTZvsSAL_1hr","Up"
