"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Adarb2",1.31159907351904e-146,-4.69278394124871,0.094,0.656,3.28516219944315e-142,"Adarb2","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Gm42418",7.47496804365309e-130,-0.988580965259104,0.972,0.996,1.87225524589379e-125,"Gm42418","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Diaph2",1.16490915382377e-95,-2.28949013477603,0.299,0.717,2.91774795758239e-91,"Diaph2","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Rasal2",7.83353082295923e-79,-1.6118643708074,0.562,0.854,1.9620644652266e-74,"Rasal2","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Xist",6.71589539354873e-78,-6.69716139129325,0.001,0.335,1.68213031922215e-73,"Xist","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Trpm3",5.56413086582272e-76,-1.07023860806366,0.663,0.897,1.39364785796262e-71,"Trpm3","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Tanc1",6.50966883321397e-76,-2.62150443436646,0.16,0.552,1.6304767526551e-71,"Tanc1","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Tcf4",4.32421532011502e-75,0.796013098016697,0.99,0.978,1.08308621122921e-70,"Tcf4","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Up"
"Erc2",6.50452282417158e-74,-0.945065435326907,0.874,0.962,1.62918783177026e-69,"Erc2","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Cnksr2",2.76816008587968e-69,-1.1295869775034,0.71,0.92,6.93341056710285e-65,"Cnksr2","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Down"
"Robo1",4.72279138006886e-67,1.19483433953983,0.872,0.588,1.18291755696585e-62,"Robo1","ExcitatoryNeuronsMatureDG","24hrvs1hr_PTZ","Up"
