"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",3.71916628119667e-12,-0.984334860661155,0.977,0.986,9.3153957845133e-08,"Gm42418","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"AY036118",4.10481698116325e-07,-1.56173498761795,0.644,0.74,0.0102813350927196,"AY036118","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"Bicral",4.80127200356988e-07,2.93056610275845,0.402,0.055,0.0120257459873415,"Bicral","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Tuba1a",9.05999583737046e-07,-1.57716774787689,0.575,0.74,0.0226925715738618,"Tuba1a","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"Snx6",3.22365889621732e-06,4.43501990920384,0.287,0.014,0.0807429843735553,"Snx6","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Fam13b",7.7000530120653e-06,1.26358762378318,0.517,0.137,0.192863227793199,"Fam13b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Rps6ka3",8.72178229695972e-06,1.26442621109688,0.552,0.164,0.21845448119195,"Rps6ka3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Tubb2b",9.4431738140052e-06,-2.63321390705453,0.126,0.411,0.236523174519388,"Tubb2b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"Smoc2",9.60973352784113e-06,1.76067533174006,0.494,0.151,0.240694995671837,"Smoc2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ints6",1.12718064471124e-05,2.00459136362087,0.448,0.123,0.282324936080825,"Ints6","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"5330434G04Rik",1.22826169774753e-05,1.09871223033332,0.609,0.219,0.307642707434824,"5330434G04Rik","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Upp2",1.82954376049089e-05,1.25760195792064,0.517,0.164,0.458245825690154,"Upp2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ube2e2",3.31409901918016e-05,0.774444247896735,0.839,0.507,0.830082381334056,"Ube2e2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Kcnk2",3.67336340034633e-05,1.21523848385637,0.517,0.178,0.920067330884745,"Kcnk2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Lcor",4.16842997864527e-05,1.26681706913177,0.529,0.192,1,"Lcor","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Map6",4.2710535712212e-05,2.18577332221665,0.322,0.055,1,"Map6","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Numb",5.01296780100457e-05,1.46978826940801,0.471,0.151,1,"Numb","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ttc28",5.40555731294131e-05,1.29545788665164,0.747,0.438,1,"Ttc28","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Arhgef9",5.6700546523119e-05,2.04569599313823,0.391,0.11,1,"Arhgef9","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Dennd4c",5.70018377657916e-05,2.4196950687249,0.287,0.041,1,"Dennd4c","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Maco1",5.81899295858188e-05,1.51119032473464,0.471,0.151,1,"Maco1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Nck2",6.62619677164406e-05,1.65836879913599,0.322,0.055,1,"Nck2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Astn1",8.61358925976323e-05,0.79561916891448,0.736,0.342,1,"Astn1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"E130114P18Rik",9.3944956104804e-05,1.18421375287194,0.425,0.11,1,"E130114P18Rik","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Sobp",0.000100051990991949,1.11060756115825,0.437,0.123,1,"Sobp","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Atxn7",0.000102869255546373,1.06317415590445,0.379,0.096,1,"Atxn7","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cwc22",0.000104443491622508,0.88004717763057,0.805,0.521,1,"Cwc22","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Hira",0.000108267513883132,2.16013501117078,0.322,0.068,1,"Hira","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Nfyc",0.000121934316793338,1.96873999290089,0.322,0.068,1,"Nfyc","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Vti1a",0.000122012368560835,0.834989262348406,0.483,0.164,1,"Vti1a","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mapk9",0.00012238494442811,2.12849409051796,0.299,0.055,1,"Mapk9","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Pkn2",0.000133669622659317,1.21394381617081,0.529,0.205,1,"Pkn2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Rif1",0.000153129395060533,1.96287722917977,0.276,0.041,1,"Rif1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Fam222b",0.000155975667003951,2.69481416137481,0.264,0.041,1,"Fam222b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Tmem161b",0.000157941289406302,1.37004694311301,0.391,0.11,1,"Tmem161b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Btbd7",0.00016955243280664,1.27972308768528,0.391,0.11,1,"Btbd7","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Gon4l",0.000172578195684226,1.39646287293916,0.391,0.11,1,"Gon4l","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Smurf1",0.000176253608886243,0.904273916912363,0.391,0.096,1,"Smurf1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Foxo3",0.000193356849510028,1.29628655137364,0.448,0.151,1,"Foxo3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cenpv",0.000197457184910415,2.94237042250214,0.276,0.055,1,"Cenpv","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mvb12b",0.000200978103305288,0.691398437031042,0.414,0.123,1,"Mvb12b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Stx5a",0.000201318011520629,2.11269108363277,0.264,0.041,1,"Stx5a","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mical3",0.000201592033765572,1.1075829494566,0.483,0.178,1,"Mical3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Fbxo42",0.000212209048849533,0.831973177131292,0.345,0.082,1,"Fbxo42","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Kdm2a",0.000216128283560624,1.16033574706005,0.54,0.219,1,"Kdm2a","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Rnf157",0.000216165213558461,1.58390151259191,0.345,0.082,1,"Rnf157","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ubr1",0.000221347409002166,1.05198353309942,0.506,0.192,1,"Ubr1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Map4",0.000226271946924414,1.32594029440711,0.529,0.233,1,"Map4","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cux1",0.000231506606768969,0.964986402698621,0.552,0.205,1,"Cux1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Tef",0.000233212686765054,1.81743936019065,0.264,0.041,1,"Tef","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Trpm3",0.000235420334421276,-1.14336335084721,0.609,0.767,1,"Trpm3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"Glg1",0.000247629189414785,1.2262752645848,0.517,0.219,1,"Glg1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ntrk2",0.000249201057630256,0.785106006630871,0.851,0.548,1,"Ntrk2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Vps13b",0.000286374348339388,0.952026203836598,0.667,0.356,1,"Vps13b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Rnf111",0.000296249125818184,1.22116444385927,0.402,0.123,1,"Rnf111","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Camk1d",0.000299881537464462,0.975419401170414,0.69,0.37,1,"Camk1d","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Kcnip2",0.000303568691122467,1.28803541430582,0.379,0.123,1,"Kcnip2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"mt-Co2",0.000315829919511957,-1.4939709402047,0.356,0.562,1,"mt-Co2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"Slf2",0.00034957888958467,1.69541951984233,0.345,0.096,1,"Slf2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mir124a-1hg",0.000356328994732414,1.91476794561304,0.333,0.096,1,"Mir124a-1hg","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Clec16a",0.000369184143042094,2.21878822376805,0.31,0.082,1,"Clec16a","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Kif5b",0.000376336668102972,1.58296518897003,0.356,0.11,1,"Kif5b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mamld1",0.000377221636627241,1.72247694793764,0.299,0.068,1,"Mamld1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ncoa6",0.000391044076580842,1.16114487968375,0.494,0.205,1,"Ncoa6","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Kcmf1",0.000399173033889446,1.78514500800584,0.299,0.068,1,"Kcmf1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Nop56",0.000414464219124594,1.60430217642862,0.299,0.068,1,"Nop56","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cpeb3",0.000421638464027807,1.24153701249831,0.494,0.205,1,"Cpeb3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Fam117b",0.000432730275504061,1.24151272737345,0.379,0.123,1,"Fam117b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ttc39c",0.000444945261621301,1.3095235347763,0.391,0.123,1,"Ttc39c","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Copb1",0.000465620802583926,1.541554146869,0.276,0.055,1,"Copb1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Alms1",0.000474739065976547,1.18194654320044,0.276,0.055,1,"Alms1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Kansl3",0.000480078119403586,1.84130593381457,0.287,0.068,1,"Kansl3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Sik2",0.000496982400294598,0.938366508642976,0.494,0.205,1,"Sik2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Tbc1d5",0.000500654712741349,1.11616124402258,0.471,0.192,1,"Tbc1d5","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Nsd3",0.000506057052421255,0.846568028094118,0.586,0.247,1,"Nsd3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Nyap2",0.000519331444368379,0.8972845469688,0.517,0.219,1,"Nyap2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Virma",0.000589739971582078,1.62327994821709,0.287,0.068,1,"Virma","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cdc42bpb",0.000645459902255215,0.539404030308914,0.517,0.219,1,"Cdc42bpb","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Spen",0.000658062173529939,0.903030645414253,0.333,0.096,1,"Spen","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cul1",0.000659035079972018,1.63591532807619,0.356,0.11,1,"Cul1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Cbl",0.000686859948423506,1.03398615989352,0.333,0.096,1,"Cbl","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Pik3c2g",0.000693562702614146,1.72804028840169,0.264,0.055,1,"Pik3c2g","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Lamp2",0.000693562702614146,1.23815141444645,0.264,0.055,1,"Lamp2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"A830082K12Rik",0.000694844747139675,0.788963147567525,0.31,0.082,1,"A830082K12Rik","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Bdp1",0.000694844747139675,1.73633947320399,0.31,0.082,1,"Bdp1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ppp2r5e",0.000704754883900423,0.858196133606916,0.437,0.164,1,"Ppp2r5e","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Abhd18",0.000710889349944953,0.433741394683974,0.345,0.096,1,"Abhd18","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Itch",0.00074711943578473,0.964492087935278,0.46,0.178,1,"Itch","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ppm1b",0.000753593522448329,0.412025184482864,0.322,0.082,1,"Ppm1b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mtus2",0.00077710847500295,1.57654225402576,0.287,0.068,1,"Mtus2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"St3gal3",0.000795577436921714,0.946864468710838,0.368,0.11,1,"St3gal3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"1700025G04Rik",0.000802238809881988,2.2203839085968,0.253,0.055,1,"1700025G04Rik","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Gm20275",0.00080404018185207,1.24511599513519,0.437,0.178,1,"Gm20275","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Styx",0.000815487007888404,1.58137828349512,0.264,0.055,1,"Styx","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Hsp90ab1",0.000831633702878775,-2.31105896561787,0.184,0.384,1,"Hsp90ab1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Down"
"Kcnip4",0.000837367342023591,0.470120515676213,1,0.945,1,"Kcnip4","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Mllt3",0.000894709118844898,0.663243348857448,0.678,0.329,1,"Mllt3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Gm49179",0.00094989863100363,1.82535550141464,0.276,0.068,1,"Gm49179","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
"Ephb6",0.000967330625818454,1.77618593872231,0.276,0.068,1,"Ephb6","NdnfRelnInhibitoryInterneurons","24hrvs1hr_SAL","Up"
