"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",5.82685294551126e-73,-1.35177819289488,0.439,0.89,1.45945185726221e-68,"Cwc22","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
"mt-Co3",1.08403261250975e-35,1.48597476884806,0.718,0.505,2.71517648455316e-31,"mt-Co3","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"mt-Co2",1.44261945946483e-28,1.41544601435029,0.648,0.446,3.61332896012155e-24,"mt-Co2","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Malat1",1.07208329279319e-22,0.354683653022967,1,1,2.68524702345909e-18,"Malat1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"mt-Nd1",2.03076724641396e-22,1.42072449867774,0.555,0.364,5.08646272209304e-18,"mt-Nd1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Gm42418",1.49567093059444e-20,-0.312303111636875,0.972,0.997,3.74620697985991e-16,"Gm42418","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
"mt-Co1",4.12636460390927e-20,1.28048697899475,0.553,0.37,1.03353054234116e-15,"mt-Co1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"mt-Atp6",4.8718901588432e-19,1.30450993280126,0.601,0.464,1.22026232808546e-14,"mt-Atp6","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Ddx5",1.38436625158733e-15,0.484063444571342,0.926,0.941,3.4674221503508e-11,"Ddx5","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Gm43376",5.91396065448708e-14,-0.651030392002819,0.179,0.372,1.48126972512938e-09,"Gm43376","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
"Pabpc1",1.10081803742646e-11,-0.538958059230194,0.264,0.461,2.75721893834205e-07,"Pabpc1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
"Upp2",5.39357134962288e-11,-0.565501399032393,0.219,0.398,1.35092781594004e-06,"Upp2","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
"mt-Cytb",5.77849016942861e-11,1.25173753833648,0.408,0.279,1.44733843273679e-06,"mt-Cytb","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Kcnk10",1.17883547897635e-10,-0.37763511563053,0.283,0.474,2.95262922419207e-06,"Kcnk10","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
"Gm47283",1.20786525743052e-10,1.15250826017465,0.505,0.426,3.02534011028622e-06,"Gm47283","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Tuba1a",1.22537301539206e-10,0.922355250014164,0.673,0.644,3.0691917916525e-06,"Tuba1a","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"mt-Nd4",1.76827357425887e-10,1.22246827928939,0.399,0.272,4.4289948214462e-06,"mt-Nd4","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up"
"Camk1d",1.89591884823857e-10,-0.415132289430444,0.563,0.767,4.74870793918315e-06,"Camk1d","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down"
