"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0879.1",4,26,30.7692307692308,5.2,5.91715976331361,0.00300080029394205,"Dlx1",0.318084831157857,"down"
"MA1607.1",5,77,38.4615384615385,15.4,2.4975024975025,0.0357838566559754,"Foxl2",1,"down"
"MA0614.1",3,37,23.0769230769231,7.4,3.11850311850312,0.0637116060659708,"Foxj2",1,"down"
"MA1623.1",8,196,61.5384615384615,39.2,1.56985871271586,0.0847406454555074,"Stat2",1,"down"
"MA0742.1",3,57,23.0769230769231,11.4,2.02429149797571,0.176032077275274,"Klf12",1,"down"
"MA0483.1",3,79,23.0769230769231,15.8,1.46056475170399,0.33818169014965,"Gfi1b",1,"down"
"MA0151.1",8,266,61.5384615384615,53.2,1.15673799884326,0.373873906944875,"Arid3a",1,"down"
"MA0259.1",1,18,7.69230769230769,3.6,2.13675213675214,0.382797653671136,"ARNT::HIF1A",1,"down"
"MA0611.1",1,18,7.69230769230769,3.6,2.13675213675214,0.382797653671136,"Dux",1,"down"
"MA0897.1",2,53,15.3846153846154,10.6,1.45137880986938,0.409136569577326,"Hmx2",1,"down"
"MA0851.1",3,89,23.0769230769231,17.8,1.29645635263613,0.415989850891798,"Foxj3",1,"down"
"MA0869.1",2,54,15.3846153846154,10.8,1.42450142450142,0.418859870911516,"Sox11",1,"down"
"MA0160.1",2,55,15.3846153846154,11,1.3986013986014,0.428522293635103,"NR4A2",1,"down"
"MA0480.1",3,91,23.0769230769231,18.2,1.26796280642434,0.431457327411439,"Foxo1",1,"down"
"MA0705.1",1,26,7.69230769230769,5.2,1.4792899408284,0.504860859951772,"Lhx8",1,"down"
"MA0739.1",2,65,15.3846153846154,13,1.18343195266272,0.52112678102333,"Hic1",1,"down"
"MA0704.1",1,28,7.69230769230769,5.6,1.37362637362637,0.531675872478269,"Lhx4",1,"down"
"MA0505.1",3,105,23.0769230769231,21,1.0989010989011,0.53659270486343,"Nr5a2",1,"down"
