"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
4.08726364246812e-79,-1.33028102826082,0.967,0.998,1.02373692452899e-74,"Gm42418","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
3.29911346910172e-36,-1.8612136243674,0.382,0.696,8.26328950605909e-32,"Cwc22","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.25813081014296e-24,-1.18948839978505,0.501,0.696,3.15124024016507e-20,"AY036118","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
6.49812600777343e-23,-1.06437537439059,0.895,0.957,1.62758562116701e-18,"Cst3","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
2.2234651415078e-19,-2.01778778428751,0.238,0.466,5.5691131399346e-15,"Azin1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
6.91467806595551e-18,-1.00872678657241,0.812,0.924,1.73191941517988e-13,"Sparcl1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
8.2513997814278e-18,-0.786086962880986,0.928,0.981,2.06672810325422e-13,"Slc1a3","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
6.71113622695671e-15,-1.01382007853378,0.604,0.698,1.68093829076585e-10,"Kcnn2","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
8.7505098290877e-13,0.306569381935661,0.958,0.945,2.1917401968916e-08,"Gm3764","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
1.94451546518456e-12,-0.580253233091028,0.878,0.919,4.87042788564776e-08,"Gpm6a","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
5.75279781150773e-12,-0.993526412668376,0.629,0.717,1.44090326784834e-07,"Scd2","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
9.133414108038e-12,-2.17987563075059,0.083,0.261,2.28764623164028e-07,"Mt1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.76753912125265e-11,-0.703642077874308,0.82,0.907,4.42715523700151e-07,"Cpe","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
2.75852492862311e-11,-1.35591427538555,0.388,0.511,6.90927738872231e-07,"Htra1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
3.80538636456313e-11,-1.56244218963423,0.163,0.311,9.53135122732126e-07,"Ppia","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
3.95280564191464e-11,-1.31394686186409,0.216,0.368,9.9005922913036e-07,"Serinc1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.58643349475767e-10,-0.872186762171081,0.324,0.423,3.97353997431953e-06,"Atp1b1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
2.81428327405701e-10,0.719066548418716,0.773,0.537,7.0489353165306e-06,"Snrnp70","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
7.60916629109363e-10,0.577241458060647,0.856,0.77,1.90586788093022e-05,"Grm3","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
1.04860313599136e-09,1.13281086209924,0.421,0.202,2.62643627471757e-05,"Tnfaip8","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
2.42146202961782e-09,-1.19888049200326,0.407,0.58,6.06503594558374e-05,"Gja1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
3.10987134393857e-09,-0.823565494867204,0.684,0.812,7.78929475516293e-05,"Slco1c1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
8.8179525792722e-09,-0.739644416505707,0.432,0.52,0.000220863258253031,"Tuba1a","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
9.13778381602452e-09,-0.711648264506887,0.471,0.477,0.000228874071239966,"Zswim6","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.58946188050774e-08,-0.999346142064005,0.543,0.665,0.000398112517210773,"Clu","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.86185454861786e-08,0.549723442003229,0.72,0.584,0.000466338708792315,"Rgs20","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
3.19000711227115e-08,-0.773521052894829,0.46,0.57,0.000799001081410555,"Psap","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
3.32176985623416e-08,1.08440324263223,0.355,0.152,0.000832003695890971,"Dpf3","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
3.61768136484039e-08,-1.13339244357444,0.305,0.48,0.000906120651451572,"Mlc1","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
5.28327622698723e-08,-0.668699441953833,0.684,0.736,0.00132330219657349,"Ntrk2","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.25932487676506e-07,-0.918336805522275,0.449,0.572,0.00315423101883344,"Cd81","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.43057644032598e-07,-1.07154862804898,0.213,0.295,0.00358316481008448,"Pde10a","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.57927345618889e-07,1.35289023242278,0.296,0.124,0.00395560622571632,"Pik3r3","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
1.72321798370154e-07,-1.20787999708353,0.235,0.344,0.00431614408377726,"Prnp","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.98742188188133e-07,-0.603206092648634,0.535,0.577,0.00497789558754816,"Ptbp2","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
2.76261313584618e-07,-1.04001736804233,0.302,0.461,0.00691951712135393,"Ttyh3","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
2.85758052745487e-07,0.443478886678358,0.853,0.786,0.0071573819471162,"Wdr17","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
3.02215659150829e-07,1.02049855296791,0.327,0.164,0.0075695956147508,"Tcf7l1","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
3.61995268689054e-07,0.974718880689965,0.288,0.116,0.00906689549485474,"Fam222b","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
3.78046997322966e-07,-0.845916048550473,0.454,0.572,0.00946894314194833,"Syt11","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
4.30940678543647e-07,-1.22240778917102,0.33,0.425,0.0107937711754827,"Acsl3","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
5.21014453300406e-07,-0.961012869711792,0.368,0.485,0.0130498490118153,"Ckb","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
7.64424331552461e-07,-0.673408175156071,0.942,0.96,0.0191465362323945,"Apoe","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
8.18684707422248e-07,0.465992633299177,0.731,0.525,0.020505595866805,"Pitpnc1","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
9.69731684457778e-07,0.839137348143551,0.31,0.14,0.024288869500614,"Samd4","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
1.07662906055379e-06,0.581381075369622,0.562,0.411,0.0269663280796907,"Sfxn5","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
1.10640603001113e-06,-0.343262642742217,0.781,0.765,0.0277121518336888,"Gphn","Astrocytes","24hrvs1hr_PTZ","Down","Sig"
1.11023220181635e-06,1.05689401018605,0.316,0.162,0.0278079859588942,"Ston2","Astrocytes","24hrvs1hr_PTZ","Up","Sig"
1.61538041887982e-29,-0.927219574995325,0.99,0.989,4.04604333516829e-25,"Gm42418","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.00553197797662e-19,-3.45481907410871,0.039,0.277,2.51855594523804e-15,"Ubb","Astrocytes","24hrvs1hr_SAL","Down","Sig"
4.59644318922135e-19,0.760048815030514,0.935,0.802,1.15127112560427e-14,"Wdr17","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.36219716960929e-18,-1.17774195853982,0.605,0.757,3.4118952507204e-14,"AY036118","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.78956179707537e-18,-1.36864404216476,0.249,0.362,9.49171543313468e-14,"Dlg2","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.74075910201592e-17,-1.56231015409491,0.333,0.52,4.36007932281928e-13,"Tuba1a","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.82119730296811e-17,0.491740216615707,0.965,0.91,9.57095288474421e-13,"Gm3764","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.81142880042386e-16,-2.01851603613115,0.221,0.458,4.53708571642164e-12,"Gm47283","Astrocytes","24hrvs1hr_SAL","Down","Sig"
5.82518478464957e-16,-1.16178097807565,0.256,0.384,1.45903403301118e-11,"Nrg3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.23228317146378e-15,0.345432730659859,1,0.983,8.09589965956532e-11,"Mir99ahg","Astrocytes","24hrvs1hr_SAL","Up","Sig"
5.83339366416183e-15,-2.51382829082467,0.084,0.294,1.46109011106261e-10,"Hsp90aa1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
8.57429708960496e-15,-1.47237929234541,0.17,0.316,2.14760419203335e-10,"Meg3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.43888297075821e-14,-1.920657299541,0.172,0.384,6.10867017685809e-10,"Tubb2a","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.88864119356707e-14,-2.05926251175038,0.168,0.362,9.73987959752745e-10,"Tubb2b","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.54086982678726e-13,-1.81128535701217,0.17,0.384,3.85941665515406e-09,"Hspa8","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.3627937082607e-13,0.30652441390888,0.998,0.972,5.91808940108057e-09,"Npas3","Astrocytes","24hrvs1hr_SAL","Up","Sig"
3.45539703694726e-13,0.528423943395384,0.963,0.859,8.65473295844179e-09,"Mir100hg","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.67606063512919e-12,-1.2858217180003,0.237,0.322,4.19802907280808e-08,"Tenm2","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.94117881873321e-12,-1.366097279633,0.151,0.299,9.87147058728107e-08,"Syt1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
5.625208184684e-12,-1.72420878398784,0.188,0.356,1.4089458940178e-07,"Actb","Astrocytes","24hrvs1hr_SAL","Down","Sig"
6.03295261295176e-12,-1.15322026383445,0.421,0.469,1.51107364096603e-07,"Ptprd","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.02395820272269e-11,-1.30471131665066,0.157,0.266,2.56470811035952e-07,"Fam155a","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.339028794394e-11,0.499817536592538,0.951,0.87,3.35386542131866e-07,"Rora","Astrocytes","24hrvs1hr_SAL","Up","Sig"
2.05993447626856e-11,0.59266233767623,0.928,0.734,5.15951788270987e-07,"Msi2","Astrocytes","24hrvs1hr_SAL","Up","Sig"
2.52887335254783e-11,-1.84984096198685,0.155,0.328,6.33406908612656e-07,"Actg1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.71386776718501e-11,-0.685290951157015,0.509,0.52,9.30212459646829e-07,"Nbea","Astrocytes","24hrvs1hr_SAL","Down","Sig"
5.58286612659214e-11,-1.50266513292971,0.284,0.508,1.39834047872753e-06,"Ckb","Astrocytes","24hrvs1hr_SAL","Down","Sig"
6.24776351162149e-11,0.838551757908711,0.728,0.463,1.56487732675583e-06,"Mir9-3hg","Astrocytes","24hrvs1hr_SAL","Up","Sig"
7.67323162326607e-11,0.678538348438625,0.771,0.492,1.92191432467945e-06,"Rgs20","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.89056860079232e-10,-1.16403761104961,0.217,0.316,4.73530717440452e-06,"Csmd3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.67407891817243e-10,0.502680783170835,0.941,0.797,6.69776546634649e-06,"Nckap5","Astrocytes","24hrvs1hr_SAL","Up","Sig"
3.52537723624734e-10,-1.0288649605384,0.389,0.429,8.83001236362871e-06,"Opcml","Astrocytes","24hrvs1hr_SAL","Down","Sig"
5.51997364353063e-10,0.636545820236774,0.861,0.638,1.38258779849512e-05,"Stox2","Astrocytes","24hrvs1hr_SAL","Up","Sig"
6.71496650873794e-10,-0.672467511548533,0.194,0.316,1.68189766144359e-05,"Ank3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.24861615400615e-09,-1.05471615990418,0.294,0.345,3.12740888093921e-05,"Nav3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.64032193061106e-09,-1.82374767205172,0.147,0.288,4.10851433960153e-05,"Ppia","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.13468032239888e-09,0.903701005174526,0.703,0.452,7.85143380351248e-05,"Pitpnc1","Astrocytes","24hrvs1hr_SAL","Up","Sig"
5.01990894756377e-09,0.510122778324543,0.881,0.74,0.00012573365940963,"Grm3","Astrocytes","24hrvs1hr_SAL","Up","Sig"
5.52659608072014e-09,-0.881864876217226,0.17,0.282,0.000138424652033797,"Gabrb3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
6.96529545827369e-09,0.397624751744128,0.992,0.977,0.000174459755343381,"Zbtb20","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.0941636864287e-08,-0.776808618174423,0.239,0.322,0.000274055178539797,"Ccser1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.46495640122238e-08,-0.772090777712337,0.337,0.384,0.000366927629814169,"Snhg14","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.20025898066412e-08,-0.651801051286473,0.278,0.379,0.000551098866886943,"Anks1b","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.49979845094658e-08,-1.28989364016547,0.252,0.305,0.000626124518008591,"Cntnap2","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.77367173743251e-08,0.542405383434341,0.855,0.723,0.00069472156007472,"Maml2","Astrocytes","24hrvs1hr_SAL","Up","Sig"
3.27584175810687e-08,-1.03712376914311,0.305,0.345,0.000820500085153027,"Kcnip4","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.2964639707622e-08,-0.852348548375125,0.172,0.277,0.000825665330756808,"Grm7","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.9121652346783e-08,-0.873506473768243,0.198,0.305,0.000979880026329873,"5730522E02Rik","Astrocytes","24hrvs1hr_SAL","Down","Sig"
5.02097506288599e-08,1.29216238710568,0.395,0.147,0.00125760362400105,"Gm11266","Astrocytes","24hrvs1hr_SAL","Up","Sig"
6.29332774259599e-08,-1.73127677254935,0.145,0.288,0.00157628979968802,"Hsp90ab1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
6.53067800041783e-08,0.381874184014663,0.926,0.864,0.00163573891876465,"Tspan7","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.27200174846286e-07,0.539154097939575,0.898,0.791,0.00318598277937493,"Sema6d","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.29037739710174e-07,0.654077897313695,0.775,0.593,0.00323200826652073,"Gnao1","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.41957925874232e-07,-0.889126327353325,0.466,0.633,0.0035556201693719,"mt-Co3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.53465897818259e-07,-0.786098640734042,0.164,0.26,0.00384386034265393,"Ppfia2","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.87887831482787e-07,-0.608397337434022,0.37,0.412,0.00470602651514936,"Grin2b","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.01224248399476e-07,0.682621231228469,0.628,0.362,0.00504006374966167,"Nova1","Astrocytes","24hrvs1hr_SAL","Up","Sig"
2.16933240549286e-07,1.10498714559384,0.446,0.22,0.00543352687603796,"Tnfaip8","Astrocytes","24hrvs1hr_SAL","Up","Sig"
2.35758431009249e-07,-1.27062352946988,0.198,0.288,0.00590504142148866,"Hs6st3","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.58430860686946e-07,0.40089390877219,0.896,0.734,0.00647291776762594,"Gpc6","Astrocytes","24hrvs1hr_SAL","Up","Sig"
3.19315262349259e-07,-0.629389748891135,0.319,0.373,0.00799788937606188,"Lrrc7","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.28159540391483e-07,-0.422988294784147,0.425,0.599,0.00821941200818546,"Nrg1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
3.50274717375622e-07,1.23981202310866,0.458,0.26,0.0087733308461072,"Prex2","Astrocytes","24hrvs1hr_SAL","Up","Sig"
3.59507469746704e-07,-0.947712115350326,0.346,0.458,0.00900458359474569,"Atp1b1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
4.45038304417633e-07,1.01516819043965,0.56,0.299,0.0111468744107485,"Pou2f1","Astrocytes","24hrvs1hr_SAL","Up","Sig"
5.15520148967464e-07,0.635032884140305,0.894,0.785,0.0129122331711881,"Pbx1","Astrocytes","24hrvs1hr_SAL","Up","Sig"
6.20699190338094e-07,-0.661549758895939,0.2,0.294,0.0155466526203982,"Slc8a1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
6.51668174084111e-07,-1.11858706062013,0.172,0.254,0.0163223327562847,"Kcnh7","Astrocytes","24hrvs1hr_SAL","Down","Sig"
7.88378949966217e-07,-0.755152173275401,0.47,0.537,0.0197465275598038,"Nkain2","Astrocytes","24hrvs1hr_SAL","Down","Sig"
8.21820408420775e-07,1.03678223448367,0.397,0.181,0.0205841357697152,"8030451A03Rik","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.27673852100912e-06,-0.818701118749157,0.227,0.311,0.0319784697357155,"March1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.53563194221075e-06,0.467046435579151,0.857,0.638,0.0384629732565526,"C130071C03Rik","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.5468950375925e-06,0.902708063582751,0.421,0.186,0.0387450800065793,"Myo10","Astrocytes","24hrvs1hr_SAL","Up","Sig"
1.67986564116894e-06,-1.03082546681645,0.382,0.514,0.0420755947143583,"mt-Co1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
1.74434188792203e-06,-0.440773673897837,0.274,0.356,0.043690531266783,"Rbfox1","Astrocytes","24hrvs1hr_SAL","Down","Sig"
2.90412425978308e-08,0.415571529379939,0.981,0.96,0.000727396003347868,"Slc1a3","Astrocytes","PTZvsSAL_1hr","Up","Sig"
2.50973916427251e-07,0.453407372411884,0.957,0.915,0.00628614368475335,"Cst3","Astrocytes","PTZvsSAL_1hr","Up","Sig"
3.43746432335573e-07,0.926898172510244,0.698,0.542,0.00860981689070911,"Kcnn2","Astrocytes","PTZvsSAL_1hr","Up","Sig"
2.90034850184173e-37,-1.58129067484818,0.382,0.757,7.26450289256298e-33,"Cwc22","Astrocytes","PTZvsSAL_24hr","Down","Sig"
3.98744990518894e-14,1.07265046745093,0.698,0.466,9.98736577752675e-10,"mt-Co3","Astrocytes","PTZvsSAL_24hr","Up","Sig"
2.55777920379527e-11,1.1291552031756,0.593,0.403,6.40646957174602e-07,"mt-Co2","Astrocytes","PTZvsSAL_24hr","Up","Sig"
2.59768116139933e-11,-0.436544043150667,0.853,0.935,6.50641200495689e-07,"Wdr17","Astrocytes","PTZvsSAL_24hr","Down","Sig"
5.91234365319768e-11,1.30895000326417,0.413,0.221,1.48086471481642e-06,"Gm47283","Astrocytes","PTZvsSAL_24hr","Up","Sig"
1.04726737972833e-10,-0.413704579007668,0.967,0.99,2.62309060600554e-06,"Gm42418","Astrocytes","PTZvsSAL_24hr","Down","Sig"
8.73818039791145e-10,0.997604000764849,0.596,0.407,2.18865204426488e-05,"mt-Atp6","Astrocytes","PTZvsSAL_24hr","Up","Sig"
6.0694167868306e-09,-0.669163345750717,0.532,0.691,0.000152020682259746,"Camk1d","Astrocytes","PTZvsSAL_24hr","Down","Sig"
1.80937811771618e-08,1.0062153762545,0.526,0.382,0.000453194937144371,"mt-Co1","Astrocytes","PTZvsSAL_24hr","Up","Sig"
2.9125768774598e-08,1.08452906424692,0.482,0.325,0.000729513130497357,"mt-Nd1","Astrocytes","PTZvsSAL_24hr","Up","Sig"
1.05442210741115e-07,1.10216616093672,0.418,0.247,0.0026410110524327,"mt-Nd2","Astrocytes","PTZvsSAL_24hr","Up","Sig"
5.31447764602484e-07,-0.450321986112011,0.875,0.898,0.0133111721599984,"Sema6d","Astrocytes","PTZvsSAL_24hr","Down","Sig"
2.75893370645336e-39,1.945207850929,0.856,0.387,6.91030125455373e-35,"Dalrd3","ExN_23","24hrvs1hr_PTZ","Up","Sig"
4.12894202197266e-36,0.637544641672879,1,1,1.03417610824349e-31,"Meg3","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.31102919342222e-35,-0.867011175471603,1,1,3.28373482076463e-31,"Gm42418","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.01445905879535e-31,1.45589987258971,0.856,0.473,2.54091560456472e-27,"Cpt1c","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.1831364047088e-27,1.14897710563361,0.957,0.633,2.96340175287413e-23,"Pabpn1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
2.04788510818919e-26,1.18021620978513,1,0.918,5.12933783048145e-22,"Asic2","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.70161585563674e-25,-1.69013984284875,0.799,0.859,4.26203723361335e-21,"Lncpint","ExN_23","24hrvs1hr_PTZ","Down","Sig"
5.2347162637381e-25,-6.07861567232914,0.007,0.338,1.31113938257848e-20,"Xist","ExN_23","24hrvs1hr_PTZ","Down","Sig"
7.50200611931831e-25,1.43405963445786,0.878,0.412,1.87902747270566e-20,"Jph4","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.62784786801579e-23,-1.00238422606323,0.964,0.97,4.07727055501915e-19,"Plcb1","ExN_23","24hrvs1hr_PTZ","Down","Sig"
5.15817044618992e-23,1.7510384560436,0.748,0.253,1.29196695165719e-18,"Uty","ExN_23","24hrvs1hr_PTZ","Up","Sig"
7.45199042214334e-23,1.35626288765447,0.921,0.62,1.86650004103424e-18,"Gm4258","ExN_23","24hrvs1hr_PTZ","Up","Sig"
5.08028181346898e-22,-1.66355177733205,0.64,0.878,1.27245818581958e-17,"Gpr158","ExN_23","24hrvs1hr_PTZ","Down","Sig"
6.27856229096363e-21,-1.2087500686235,0.942,0.977,1.57259149701766e-16,"Rims2","ExN_23","24hrvs1hr_PTZ","Down","Sig"
5.10268851916082e-20,0.945558873453886,0.957,0.697,1.27807039339421e-15,"AC149090.1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
7.38818288779365e-19,-3.06366870389111,0.086,0.413,1.85051816790568e-14,"Efna5","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.29236291412388e-18,1.31598016093965,0.799,0.465,3.23698139100608e-14,"Las1l","ExN_23","24hrvs1hr_PTZ","Up","Sig"
4.22356892037531e-18,-0.669292831308946,0.978,0.996,1.0578773074864e-13,"Nav3","ExN_23","24hrvs1hr_PTZ","Down","Sig"
4.30932604105612e-18,2.06789366849671,0.59,0.166,1.07935689350333e-13,"Eif2s3y","ExN_23","24hrvs1hr_PTZ","Up","Sig"
6.70525415166919e-18,0.784497031808246,1,0.981,1.67946500736858e-13,"Tcf4","ExN_23","24hrvs1hr_PTZ","Up","Sig"
9.20678661884279e-18,-0.803269559551361,0.964,0.987,2.30602384442155e-13,"Cnksr2","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.02169373457727e-17,-1.19111863556511,0.863,0.895,2.55903629699568e-13,"Agbl4","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.11270036269218e-17,1.31951423772385,0.849,0.65,2.78698059843511e-13,"Epha3","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.169511419356e-17,-1.48498153837724,0.935,0.948,2.92927525206099e-13,"Dpp10","ExN_23","24hrvs1hr_PTZ","Down","Sig"
7.13168446748548e-17,1.27618371774675,0.683,0.458,1.78627300857109e-12,"Mpp6","ExN_23","24hrvs1hr_PTZ","Up","Sig"
7.21514749117972e-17,1.14999757010564,0.784,0.507,1.80717799211578e-12,"Pigk","ExN_23","24hrvs1hr_PTZ","Up","Sig"
8.08631249741865e-17,1.34595088336172,0.741,0.354,2.02537869122845e-12,"Rasal1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
2.12408662433268e-16,-1.13932876262158,0.964,0.972,5.32019976796605e-12,"R3hdm1","ExN_23","24hrvs1hr_PTZ","Down","Sig"
7.920012457132e-16,-2.98668971784126,0.151,0.45,1.98372552013785e-11,"Ankrd33b","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.07606153257373e-15,0.640491292579976,0.842,0.808,2.69521132063742e-11,"Bcl11a","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.12797352299832e-15,1.05336879518763,0.806,0.551,2.8252352830539e-11,"Gm20642","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.31246552774305e-15,1.37966997782982,0.734,0.341,3.28733240733802e-11,"Mtss1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.95593576457646e-15,-1.09989096807957,0.698,0.842,4.89903230953465e-11,"B230209E15Rik","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.95935601849169e-15,1.40845124470263,0.727,0.343,4.90759901951613e-11,"Srgap1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
2.25023136969964e-15,1.85765701728708,0.518,0.177,5.63615451168668e-11,"March4","ExN_23","24hrvs1hr_PTZ","Up","Sig"
3.97392802538157e-15,0.938408032569041,0.964,0.741,9.95349752517321e-11,"Grip1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
4.11214397141255e-15,-1.70772949537625,0.806,0.791,1.0299687005197e-10,"Homer1","ExN_23","24hrvs1hr_PTZ","Down","Sig"
4.18988760960566e-15,-1.37973723799305,0.561,0.819,1.04944114957793e-10,"Lrp1b","ExN_23","24hrvs1hr_PTZ","Down","Sig"
5.80896411029126e-15,-2.27790399921956,0.209,0.552,1.45497124070465e-10,"Cck","ExN_23","24hrvs1hr_PTZ","Down","Sig"
6.0646948313806e-15,1.46457910277903,0.576,0.247,1.5190241144159e-10,"Noc2l","ExN_23","24hrvs1hr_PTZ","Up","Sig"
6.20922845335805e-15,-3.87380891966482,0.036,0.315,1.55522545071259e-10,"Aifm3","ExN_23","24hrvs1hr_PTZ","Down","Sig"
6.74971954031945e-15,1.02244585881512,0.799,0.531,1.69060225326381e-10,"Rufy3","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.7242441681209e-14,1.95253165060472,0.46,0.143,4.31871436789241e-10,"Gm26936","ExN_23","24hrvs1hr_PTZ","Up","Sig"
3.29288735292901e-14,-0.741965577358959,0.928,0.949,8.24769495288129e-10,"Snap25","ExN_23","24hrvs1hr_PTZ","Down","Sig"
5.60194582404689e-14,-1.78936394910035,0.619,0.824,1.40311937054903e-09,"Sgcz","ExN_23","24hrvs1hr_PTZ","Down","Sig"
6.23224278355787e-14,1.42220724293395,0.647,0.286,1.56098984999774e-09,"Dpysl5","ExN_23","24hrvs1hr_PTZ","Up","Sig"
6.46549439715568e-14,1.58909090641555,0.597,0.238,1.61941238165558e-09,"Wwc1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
9.63172520439631e-14,-0.924112429724457,0.899,0.963,2.41245821194514e-09,"Slc4a10","ExN_23","24hrvs1hr_PTZ","Down","Sig"
1.03381873965753e-13,0.977340835063874,0.899,0.635,2.58940579722021e-09,"Galnt18","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.51143864526224e-13,1.17190528317649,0.741,0.339,3.78570037478834e-09,"Dpysl3","ExN_23","24hrvs1hr_PTZ","Up","Sig"
1.98734418248015e-13,0.465858462508517,0.993,0.991,4.97770097385803e-09,"Arpp21","ExN_23","24hrvs1hr_PTZ","Up","Sig"
2.37397811573354e-13,1.07369119358904,0.748,0.467,5.94610298647781e-09,"Slco3a1","ExN_23","24hrvs1hr_PTZ","Up","Sig"
