"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007409","GO:0007409",1,"GO:0007409",9.93082823491225,501,"axonogenesis","axonogenesis",0.809898305084746,0.302714285714286,0
"GO:0007626","GO:0007626",2,"GO:0007626",8.95402589127373,273,"locomotory behavior","locomotory behavior",0.877508474576271,0.641,0
"GO:0019226","GO:0019226",3,"GO:0019226",7.78892765625768,103,"transmission of nerve impulse","transmission of nerve impulse",0.844457627118644,0.52,0
"GO:0042391","GO:0042391",4,"GO:0042391",7.57444060145721,491,"regulation of membrane potential","regulation of membrane potential",0.875033898305085,0.417,0
"GO:0034765","GO:0034765",5,"GO:0034765",7.35998302414938,490,"regulation of monoatomic ion transmembrane transport","regulation of monoatomic ion transmembrane transport",0.773525423728814,0.297375,0
"GO:0099173","GO:0099173",6,"GO:0099173",7.1748194294841,252,"postsynapse organization","postsynapse organization",0.907338983050847,0.459333333333333,0
"GO:0035249","GO:0035249",7,"GO:0035249",6.30913704413326,129,"synaptic transmission, glutamatergic","synaptic transmission, glutamatergic",0.890237288135593,0.404333333333333,0
"GO:0001508","GO:0001508",4,"GO:0042391",5.12533203599227,158,"action potential","regulation of membrane potential",0.881508474576271,0.439333333333333,0.903
"GO:0050807","GO:0050807",8,"GO:0050807",4.95058051493696,309,"regulation of synapse organization","regulation of synapse organization",0.793457627118644,0.492,0
"GO:0050803","GO:0050803",8,"GO:0050807",4.76232883862474,317,"regulation of synapse structure or activity","regulation of synapse organization",0.888983050847458,0.491666666666667,0.995
"GO:1902414","GO:1902414",9,"GO:1902414",4.696690638205,133,"protein localization to cell junction","protein localization to cell junction",0.823864406779661,0.3028,0
"GO:0097485","GO:0097485",1,"GO:0007409",4.45756705964926,252,"neuron projection guidance","axonogenesis",0.819457627118644,0.330285714285714,0.859
"GO:0007411","GO:0007411",1,"GO:0007409",4.45756705964926,252,"axon guidance","axonogenesis",0.81728813559322,0.309857142857143,0.927
"GO:0034329","GO:0034329",6,"GO:0099173",4.40971920250656,481,"cell junction assembly","postsynapse organization",0.903169491525424,0.416,0.804
"GO:0019228","GO:0019228",3,"GO:0019226",4.390161083325,60,"neuronal action potential","transmission of nerve impulse",0.765389830508475,0.52,0.96
"GO:0035418","GO:0035418",9,"GO:1902414",4.08314728299443,100,"protein localization to synapse","protein localization to cell junction",0.825237288135593,0.2984,0.985
"GO:0006814","GO:0006814",5,"GO:0034765",4.05742737645195,262,"sodium ion transport","regulation of monoatomic ion transmembrane transport",0.817271186440678,0.315875,0.667
"GO:0051966","GO:0051966",7,"GO:0035249",3.89546850189507,88,"regulation of synaptic transmission, glutamatergic","synaptic transmission, glutamatergic",0.891372881355932,0.4215,0.962
"GO:0007416","GO:0007416",6,"GO:0099173",3.86617724684907,222,"synapse assembly","postsynapse organization",0.834338983050847,0.411333333333333,0.818
"GO:0007613","GO:0007613",10,"GO:0007613",3.7574145413524,164,"memory","memory",0.836779661016949,0.321833333333333,0
"GO:1903539","GO:1903539",9,"GO:1902414",3.60244955098555,67,"protein localization to postsynaptic membrane","protein localization to cell junction",0.822661016949153,0.2358,0.962
"GO:0062237","GO:0062237",9,"GO:1902414",3.54437682099015,68,"protein localization to postsynapse","protein localization to cell junction",0.827966101694915,0.3012,0.964
