"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
1.38302675095756e-08,0.782682115939114,0.737,0.573,0.00228991888236296,"chr2-77945820-77946697","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Cwc22",0,"Up"
2.77195483790096e-07,-11.7356475138442,0,0.082,0.0458960878375776,"chr5-111207582-111208296","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Ttc28",0,"Down"
1.94410698568997e-06,-4.75294066043718,0.003,0.1,0.321891625941645,"chr3-107233105-107234046","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Prok1",0,"Down"
3.5102255250376e-06,-11.1801370879137,0,0.073,0.581198570857051,"chr5-113513599-113514472","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Wscd2",0,"Down"
3.51938137152529e-06,-11.1299285515326,0,0.064,0.582714531827556,"chr9-121605247-121606115","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Lyzl4os",0,"Down"
1.78903280899804e-05,-2.36371861439769,0.03,0.164,1,"chr17-27512746-27513705","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Grm4",0,"Down"
1.83903045875902e-05,-11.1386844344091,0,0.055,1,"chr8-13561914-13562815","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","1700029H14Rik",0,"Down"
2.17990693550961e-05,-4.11268774296748,0.006,0.082,1,"chr14-28104922-28105828","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Erc2",0,"Down"
2.30777886269109e-05,-11.0950037296495,0,0.055,1,"chr19-45445009-45445870","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Btrc",0,"Down"
2.49370542931954e-05,-11.0573397332135,0,0.055,1,"chr7-131539774-131540641","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Fgfr2",0,"Down"
2.72655660532187e-05,-3.21660250478795,0.009,0.1,1,"chr11-104254357-104255342","ExcitatoryNeuronsImmatureDG","PTZvsSAL_1hr","Gm11659",0,"Down"
