"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
1.51275987703375e-18,-1.19821160747712,0.444,0.699,2.5047219112011e-13,"chr2-77945820-77946697","CGE","24hrvs1hr_PTZ","Cwc22",0,"Down"
1.65886658994834e-07,5.04039059093104,0.075,0.003,0.0274663517897517,"chr17-78715398-78716171","CGE","24hrvs1hr_PTZ","Strn",0,"Up"
4.09262175860652e-07,-2.88205324908727,0.019,0.131,0.0677627662437758,"chr13-119601268-119602007","CGE","24hrvs1hr_PTZ","Tmem267",0,"Down"
7.16193229160658e-07,-2.3995170726423,0.033,0.151,0.118582261531818,"chr2-78009583-78010377","CGE","24hrvs1hr_PTZ","4930440I19Rik",40799,"Down"
1.18009536900896e-06,10.9710613310255,0.056,0,0.195391930532921,"chr9-108133107-108133937","CGE","24hrvs1hr_PTZ","4930447F24Rik",0,"Up"
2.01857063171818e-06,-3.96006840275832,0.005,0.091,0.334220795205475,"chr13-119612925-119613902","CGE","24hrvs1hr_PTZ","Gm48265",0,"Down"
3.1243588142524e-06,-1.3730609462345,0.131,0.259,0.517309461952213,"chr2-78021505-78022372","CGE","24hrvs1hr_PTZ","4930440I19Rik",28804,"Down"
6.6512319692893e-06,-4.08993445308406,0.005,0.08,1,"chr19-36910418-36911269","CGE","24hrvs1hr_PTZ","Fgfbp3",6280,"Down"
6.66735646503235e-06,-1.90863143300275,0.061,0.165,1,"chr2-78003922-78004922","CGE","24hrvs1hr_PTZ","4930440I19Rik",46254,"Down"
8.17770456352097e-06,2.70343294205211,0.098,0.014,1,"chr15-52161621-52162337","CGE","24hrvs1hr_PTZ","Aard",115898,"Up"
1.09679816487952e-05,-2.050123545708,0.037,0.148,1,"chr2-77941335-77942214","CGE","24hrvs1hr_PTZ","Cwc22",0,"Down"
1.23057688926193e-05,4.34774430861548,0.061,0.003,1,"chr6-127328911-127329510","CGE","24hrvs1hr_PTZ","Gm38404",20943,"Up"
1.72290217109065e-05,-10.9358976955637,0,0.054,1,"chr19-47725488-47726472","CGE","24hrvs1hr_PTZ","Gm50282",2421,"Down"
2.04618115646511e-05,-4.24139835319545,0.005,0.068,1,"chr15-72808759-72809521","CGE","24hrvs1hr_PTZ","Peg13",0,"Down"
2.19048040704575e-05,4.45054190268942,0.056,0.003,1,"chr14-105512807-105513857","CGE","24hrvs1hr_PTZ","Gm35909",4238,"Up"
2.28783847213415e-05,-1.59514125130054,0.065,0.185,1,"chr2-77881108-77882033","CGE","24hrvs1hr_PTZ","Cwc22",0,"Down"
2.59503948422164e-05,-2.77808815343393,0.014,0.094,1,"chr9-54787492-54788431","CGE","24hrvs1hr_PTZ","Crabp1",14381,"Down"
3.32218568288407e-05,3.16537271895455,0.07,0.009,1,"chr18-84862099-84863018","CGE","24hrvs1hr_PTZ","Cyb5a",0,"Up"
3.41520143372917e-05,-2.1040684798893,0.033,0.122,1,"chrX-169978836-169979679","CGE","24hrvs1hr_PTZ","Gm15726",0,"Down"
3.87365144931852e-05,-2.22038320442909,0.023,0.114,1,"chr4-138555234-138556079","CGE","24hrvs1hr_PTZ","Vwa5b1",9280,"Down"
4.0575173878282e-05,4.43497119081338,0.051,0.003,1,"chr2-60613505-60614354","CGE","24hrvs1hr_PTZ","Itgb6",0,"Up"
4.43375129416739e-05,2.91212750179179,0.075,0.011,1,"chr1-20302653-20303620","CGE","24hrvs1hr_PTZ","Pkhd1",0,"Up"
6.08272216782473e-05,-3.6893957484163,0.005,0.068,1,"chr4-139051644-139052473","CGE","24hrvs1hr_PTZ","Tmco4",0,"Down"
6.36627598114155e-05,-3.0246046683608,0.009,0.08,1,"chr2-153599963-153600857","CGE","24hrvs1hr_PTZ","Commd7",16075,"Down"
7.49005628429678e-05,2.98740964373777,0.065,0.009,1,"chr2-136050922-136051664","CGE","24hrvs1hr_PTZ","Lamp5",574,"Up"
7.95801140254645e-05,-3.40998113146392,0.009,0.068,1,"chr1-84881262-84882283","CGE","24hrvs1hr_PTZ","Fbxo36",0,"Down"
9.25583253139947e-05,-3.19695418510705,0.009,0.074,1,"chr9-51335051-51335995","CGE","24hrvs1hr_PTZ","1810046K07Rik",6126,"Down"
9.40772423968763e-05,2.05889344491113,0.103,0.026,1,"chr11-114231552-114232507","CGE","24hrvs1hr_PTZ","Gm11690",0,"Up"
9.55421224558073e-05,-3.08233455869101,0.009,0.077,1,"chr9-64926249-64927191","CGE","24hrvs1hr_PTZ","Slc24a1",0,"Down"
9.90548375685132e-05,2.74268100791837,0.075,0.011,1,"chr5-3404755-3405711","CGE","24hrvs1hr_PTZ","Cdk6",0,"Up"
0.000112146401579551,2.98967965331701,0.065,0.009,1,"chr2-65657949-65658900","CGE","24hrvs1hr_PTZ","Scn2a",0,"Up"
0.000117986309019348,-1.17505885494352,0.112,0.224,1,"chr12-82168935-82169743","CGE","24hrvs1hr_PTZ","Sipa1l1",0,"Down"
0.000123339836035925,-2.08709201985615,0.028,0.105,1,"chr3-38883915-38884705","CGE","24hrvs1hr_PTZ","C230034O21Rik",0,"Down"
0.000132031741135414,-2.89178497042696,0.009,0.077,1,"chr1-131334335-131335331","CGE","24hrvs1hr_PTZ","Srgap2",0,"Down"
0.00013403407916878,3.9030011035645,0.051,0.003,1,"chr9-54270934-54271636","CGE","24hrvs1hr_PTZ","Gldnos",0,"Up"
0.000135201104528176,0.663852445411864,0.444,0.307,1,"chr3-107332952-107333850","CGE","24hrvs1hr_PTZ","Rbm15",0,"Up"
0.000137117807057401,-1.78179519506628,0.037,0.125,1,"chr1-136613142-136614086","CGE","24hrvs1hr_PTZ","4933409D19Rik",7673,"Down"
0.000139399598598277,3.34461170208658,0.056,0.006,1,"chr18-36730418-36731272","CGE","24hrvs1hr_PTZ","Cd14",3619,"Up"
0.000141471567143483,3.36252081284694,0.056,0.006,1,"chr7-105216418-105217352","CGE","24hrvs1hr_PTZ","Olfr686",8932,"Up"
0.000141476288045686,-2.66148052165508,0.014,0.082,1,"chr2-77951125-77951993","CGE","24hrvs1hr_PTZ","Cwc22",4749,"Down"
0.000157609643678027,3.28497291295266,0.056,0.006,1,"chr5-120015193-120016164","CGE","24hrvs1hr_PTZ","Gm38554",51812,"Up"
0.000159165855411932,3.40106239126512,0.056,0.006,1,"chr18-60154064-60154980","CGE","24hrvs1hr_PTZ","Gm4951",57099,"Up"
0.000159754148220996,-3.0967155959833,0.009,0.068,1,"chr16-16920735-16921692","CGE","24hrvs1hr_PTZ","Ppm1f",0,"Down"
0.000161752879234077,-1.13080057110842,0.117,0.239,1,"chr8-47673279-47674183","CGE","24hrvs1hr_PTZ","Ing2",0,"Down"
0.000164066789704082,-3.89903599137959,0.005,0.057,1,"chr2-180692399-180693135","CGE","24hrvs1hr_PTZ","Dido1",0,"Down"
0.00016890443833184,3.04582007195992,0.061,0.009,1,"chr5-113427483-113428433","CGE","24hrvs1hr_PTZ","Wscd2",61899,"Up"
0.000172293191980156,-3.97873230125791,0.005,0.057,1,"chr3-9334104-9335233","CGE","24hrvs1hr_PTZ","Zbtb10",48770,"Down"
0.000172918715152584,-3.82285291859183,0.005,0.057,1,"chr16-23953392-23954271","CGE","24hrvs1hr_PTZ","Bcl6",10780,"Down"
0.000176203179204446,-2.22563338977367,0.023,0.097,1,"chr18-65873081-65873993","CGE","24hrvs1hr_PTZ","Grp",0,"Down"
0.000179707928985346,-2.76075003532312,0.014,0.077,1,"chr11-82418354-82419286","CGE","24hrvs1hr_PTZ","Tmem132e",0,"Down"
0.000181937212609638,-1.43775187132413,0.07,0.165,1,"chr19-5601544-5602415","CGE","24hrvs1hr_PTZ","Rnaseh2c",0,"Down"
0.000184422339867365,-1.83668879083665,0.037,0.116,1,"chr15-82929389-82930339","CGE","24hrvs1hr_PTZ","Tcf20",0,"Down"
0.000207765852534561,-1.29778239398309,0.084,0.185,1,"chr8-116943057-116943908","CGE","24hrvs1hr_PTZ","Atmin",0,"Down"
0.000209616321517757,-3.75371421256031,0.005,0.057,1,"chr3-86268034-86268954","CGE","24hrvs1hr_PTZ","Lrba",0,"Down"
0.000210935519881023,-2.61632148864811,0.014,0.08,1,"chr5-125052271-125053233","CGE","24hrvs1hr_PTZ","Ncor2",0,"Down"
0.00022051683790696,2.49166371184308,0.075,0.014,1,"chr10-22298275-22299202","CGE","24hrvs1hr_PTZ","Gm26740",0,"Up"
0.000232123203995651,-2.5772001397948,0.014,0.08,1,"chr4-129130042-129130773","CGE","24hrvs1hr_PTZ","Gm15906",4317,"Down"
0.000235020253522331,2.63111447652274,0.07,0.011,1,"chr5-74113858-74114777","CGE","24hrvs1hr_PTZ","Dancr",18451,"Up"
