"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
1.72304536329723e-06,-4.40997323104861,0.002,0.073,0.285289789937212,"chr15-31569284-31570031","Astrocytes","PTZvsSAL_1hr","Cmbl",0,"Down"
2.2990293212606e-06,-10.8661080386347,0,0.051,0.380657181809081,"chr15-27647565-27648503","Astrocytes","PTZvsSAL_1hr","Otulinl",6565,"Down"
3.30468426875097e-06,-1.36175672887947,0.1,0.271,0.547166488429904,"chr2-155073804-155074711","Astrocytes","PTZvsSAL_1hr","Gm45609",0,"Down"
6.85691516805624e-06,-4.92652842189212,0.002,0.056,1,"chr9-83537560-83538538","Astrocytes","PTZvsSAL_1hr","Sh3bgrl2",9788,"Down"
1.10320101595116e-05,-3.8509129702213,0.005,0.068,1,"chr3-97309576-97310515","Astrocytes","PTZvsSAL_1hr","Bcl9",11658,"Down"
1.52489451159977e-05,-4.46503152161818,0.002,0.056,1,"chr4-151355198-151356143","Astrocytes","PTZvsSAL_1hr","Camta1",0,"Down"
1.66430022520871e-05,-4.26428603007739,0.002,0.062,1,"chr18-54997101-54998110","Astrocytes","PTZvsSAL_1hr","Gm4221",0,"Down"
2.14874518004958e-05,-4.88265486734146,0.002,0.051,1,"chr9-16344967-16345888","Astrocytes","PTZvsSAL_1hr","Fat3",0,"Down"
2.29000907531225e-05,-2.14038767943651,0.029,0.113,1,"chr8-84928452-84929337","Astrocytes","PTZvsSAL_1hr","Mast1",0,"Down"
2.29815409581117e-05,-2.47599767962339,0.017,0.102,1,"chr2-121358175-121359097","Astrocytes","PTZvsSAL_1hr","Ckmt1",0,"Down"
2.30724604995081e-05,-3.37659670516506,0.007,0.073,1,"chr1-44041838-44042858","Astrocytes","PTZvsSAL_1hr","Gm8251",13013,"Down"
2.88827671097181e-05,-3.1153843049012,0.007,0.079,1,"chr3-123371607-123372544","Astrocytes","PTZvsSAL_1hr","Mettl14",0,"Down"
3.6290327149519e-05,-3.34673175987135,0.007,0.068,1,"chr7-24964891-24965840","Astrocytes","PTZvsSAL_1hr","Rabac1",3911,"Down"
3.6557686296368e-05,-4.43707711104245,0.002,0.051,1,"chr18-16820559-16821457","Astrocytes","PTZvsSAL_1hr","Gm15328",0,"Down"
3.98990364608844e-05,-3.54455292284117,0.007,0.062,1,"chr16-22545041-22545924","Astrocytes","PTZvsSAL_1hr","Dgkg",0,"Down"
4.00144082553452e-05,-4.47795761724368,0.002,0.051,1,"chr4-57257965-57258912","Astrocytes","PTZvsSAL_1hr","Ptpn3",0,"Down"
4.1041071162101e-05,2.30618664861497,0.119,0.028,1,"chr14-76310016-76310935","Astrocytes","PTZvsSAL_1hr","2900040C04Rik",57688,"Up"
4.39722302950321e-05,-3.94412459691219,0.005,0.056,1,"chr7-24472271-24473233","Astrocytes","PTZvsSAL_1hr","Plaur",0,"Down"
4.75024303948333e-05,-4.56199897930132,0.002,0.051,1,"chr13-44238031-44239032","Astrocytes","PTZvsSAL_1hr","Gm47781",0,"Down"
4.94987535227585e-05,-4.32402909260805,0.002,0.051,1,"chr15-64102874-64103844","Astrocytes","PTZvsSAL_1hr","Asap1",0,"Down"
5.37138793279675e-05,-1.54822246674325,0.057,0.175,1,"chr15-55556976-55557917","Astrocytes","PTZvsSAL_1hr","Mtbp",0,"Down"
5.65444632326331e-05,-2.62038870152764,0.014,0.085,1,"chr10-94523420-94524306","Astrocytes","PTZvsSAL_1hr","Tmcc3",0,"Down"
5.7350097347902e-05,-3.31350390729766,0.007,0.068,1,"chr18-64332008-64333637","Astrocytes","PTZvsSAL_1hr","St8sia3os",0,"Down"
5.97903707485491e-05,-3.09867363214029,0.01,0.068,1,"chr5-146584399-146585353","Astrocytes","PTZvsSAL_1hr","Gpr12",0,"Down"
6.00404304444894e-05,-2.29543465649627,0.019,0.102,1,"chr11-97536868-97537783","Astrocytes","PTZvsSAL_1hr","Srcin1",0,"Down"
6.37121035979237e-05,-3.55287224110152,0.005,0.062,1,"chr15-99511794-99512712","Astrocytes","PTZvsSAL_1hr","Faim2",0,"Down"
8.2261617346452e-05,-1.33469834860926,0.076,0.209,1,"chr4-120189808-120190624","Astrocytes","PTZvsSAL_1hr","Edn2",22447,"Down"
8.27852648898767e-05,-2.46588713145488,0.014,0.09,1,"chrX-140277521-140278377","Astrocytes","PTZvsSAL_1hr","Gm15046",0,"Down"
9.22314148132191e-05,-1.24262157939364,0.09,0.226,1,"chr15-76714988-76715875","Astrocytes","PTZvsSAL_1hr","Lrrc24",0,"Down"
0.000102359749464453,-1.31994011051646,0.076,0.209,1,"chr10-37138502-37139434","Astrocytes","PTZvsSAL_1hr","5930403N24Rik",0,"Down"
0.000110212373514977,-0.974092513750846,0.159,0.305,1,"chr12-3806178-3807186","Astrocytes","PTZvsSAL_1hr","Dnmt3a",0,"Down"
0.000111649364167344,-1.53048144717373,0.057,0.169,1,"chr10-30200072-30200973","Astrocytes","PTZvsSAL_1hr","Cenpw",0,"Down"
0.000113751993112246,-4.07266035349372,0.002,0.051,1,"chr1-43137084-43138024","Astrocytes","PTZvsSAL_1hr","Fhl2",0,"Down"
0.00011406605581625,-1.20869550497698,0.093,0.226,1,"chr2-119156526-119157422","Astrocytes","PTZvsSAL_1hr","Rmdn3",0,"Down"
0.000132759810610569,-3.52422875139683,0.005,0.056,1,"chr13-46516999-46517895","Astrocytes","PTZvsSAL_1hr","Cap2",0,"Down"
0.000138241028645912,-2.17466467171897,0.021,0.102,1,"chr2-150777772-150778719","Astrocytes","PTZvsSAL_1hr","Entpd6",6096,"Down"
0.00014696192992244,-2.01165550597625,0.026,0.107,1,"chr15-75714606-75715556","Astrocytes","PTZvsSAL_1hr","Rhpn1",0,"Down"
0.000152989307272905,-3.57738360062975,0.005,0.051,1,"chr14-99743547-99744393","Astrocytes","PTZvsSAL_1hr","Gm49225",123530,"Down"
0.000155290022247,-3.58190830425369,0.005,0.051,1,"chr9-48216127-48217081","Astrocytes","PTZvsSAL_1hr","Nxpe4",0,"Down"
0.000156216875825582,-2.6640464005415,0.012,0.079,1,"chr4-55013286-55014188","Astrocytes","PTZvsSAL_1hr","Zfp462",0,"Down"
0.000157413623012419,-3.63367890559625,0.005,0.051,1,"chr13-98687721-98688672","Astrocytes","PTZvsSAL_1hr","Tmem171",0,"Down"
0.000158941687615632,-2.68998853377402,0.012,0.073,1,"chr2-27769884-27770823","Astrocytes","PTZvsSAL_1hr","Rxra",6926,"Down"
0.000163640703874443,-3.58480682887082,0.005,0.051,1,"chr17-15829126-15830048","Astrocytes","PTZvsSAL_1hr","Rgmb",0,"Down"
0.000169929151755659,-2.83531236549048,0.01,0.068,1,"chr6-87257714-87258695","Astrocytes","PTZvsSAL_1hr","Antxr1",0,"Down"
0.000182793451870863,-3.63490519559644,0.005,0.051,1,"chr18-35488552-35489458","Astrocytes","PTZvsSAL_1hr","Gm50145",0,"Down"
0.000196502512069156,-1.28638987574566,0.088,0.181,1,"chr12-81594654-81595581","Astrocytes","PTZvsSAL_1hr","Med6",0,"Down"
0.000200876180313323,-3.72037284070403,0.005,0.051,1,"chr6-124991907-124992849","Astrocytes","PTZvsSAL_1hr","Pianp",3844,"Down"
0.000203385692339967,-3.56579814916233,0.005,0.051,1,"chr10-99007908-99008869","Astrocytes","PTZvsSAL_1hr","Atp2b1",0,"Down"
0.000207994518890847,-3.29292955454643,0.005,0.056,1,"chr12-108386460-108387447","Astrocytes","PTZvsSAL_1hr","Eml1",0,"Down"
0.000214333095204958,-2.77782884037135,0.01,0.068,1,"chr1-106071843-106072612","Astrocytes","PTZvsSAL_1hr","Zcchc2",37768,"Down"
0.000222124180734154,-2.94177565191116,0.01,0.062,1,"chr11-19830325-19831268","Astrocytes","PTZvsSAL_1hr","Spred2",93106,"Down"
0.000223413470396974,-1.06072021476014,0.114,0.249,1,"chr15-8629050-8629974","Astrocytes","PTZvsSAL_1hr","Slc1a3",4149,"Down"
0.000230275356561933,-3.01712703053155,0.007,0.062,1,"chr8-60466618-60467496","Astrocytes","PTZvsSAL_1hr","Gm10283",0,"Down"
0.000244517996713886,-2.90230213267611,0.01,0.062,1,"chr2-144441185-144442126","Astrocytes","PTZvsSAL_1hr","Dzank1",28430,"Down"
0.000244597677666531,-3.47583833251995,0.005,0.051,1,"chr9-121556821-121557778","Astrocytes","PTZvsSAL_1hr","Lyzl4",20064,"Down"
0.000249373548809307,-2.86387108364095,0.01,0.062,1,"chr17-31058476-31059493","Astrocytes","PTZvsSAL_1hr","Abcg1",0,"Down"
0.000251179911144287,-2.9782998161872,0.007,0.062,1,"chr16-28630549-28631491","Astrocytes","PTZvsSAL_1hr","Fgf12",0,"Down"
0.000252583810157041,-1.93926337754172,0.026,0.107,1,"chr2-172909364-172910297","Astrocytes","PTZvsSAL_1hr","Bmp7",0,"Down"
0.000253395073504292,-2.72666669027843,0.01,0.068,1,"chr2-77061560-77062433","Astrocytes","PTZvsSAL_1hr","Ccdc141",0,"Down"
0.000263231489471206,-2.64889899873065,0.01,0.073,1,"chr1-143640398-143641285","Astrocytes","PTZvsSAL_1hr","B3galt2",0,"Down"
0.000264219386451109,-2.98247318369207,0.007,0.062,1,"chr5-139754545-139755454","Astrocytes","PTZvsSAL_1hr","Ints1",0,"Down"
0.000265658825753206,-3.41396770692263,0.005,0.051,1,"chr3-152088892-152089794","Astrocytes","PTZvsSAL_1hr","Gipc2",3738,"Down"
0.000265764088491407,-3.55856910634011,0.005,0.051,1,"chr19-53080860-53081753","Astrocytes","PTZvsSAL_1hr","1700054A03Rik",0,"Down"
0.000267677532597744,-1.1933814259843,0.09,0.22,1,"chr7-142532748-142533633","Astrocytes","PTZvsSAL_1hr","Mrpl23",0,"Down"
0.000269855538902226,-3.49453981433126,0.005,0.051,1,"chr9-41238681-41239653","Astrocytes","PTZvsSAL_1hr","1700063D05Rik",20690,"Down"
0.000273401229325223,-2.8671053040206,0.01,0.062,1,"chr11-66273496-66274591","Astrocytes","PTZvsSAL_1hr","Shisa6",0,"Down"
0.000276786791732266,-2.65647685338198,0.01,0.073,1,"chr5-76868607-76869542","Astrocytes","PTZvsSAL_1hr","C530008M17Rik",0,"Down"
0.000281672583449526,-2.74365003967325,0.01,0.068,1,"chr2-168445054-168446078","Astrocytes","PTZvsSAL_1hr","Nfatc2",30331,"Down"
0.000287980072413418,-3.45033086213062,0.005,0.051,1,"chr4-120353586-120354445","Astrocytes","PTZvsSAL_1hr","Foxo6os",49693,"Down"
0.00029200596732808,-2.5661618145959,0.012,0.068,1,"chr9-37432642-37433580","Astrocytes","PTZvsSAL_1hr","Robo3",0,"Down"
0.000294198659400063,2.10410125198638,0.105,0.023,1,"chr2-30737611-30738458","Astrocytes","PTZvsSAL_1hr","Gm14488",17553,"Up"
0.000298197681972976,-2.14874243014869,0.019,0.085,1,"chr12-110706213-110707233","Astrocytes","PTZvsSAL_1hr","Hsp90aa1",3484,"Down"
0.000302504754950632,-3.42203766653373,0.005,0.051,1,"chr7-74708689-74709546","Astrocytes","PTZvsSAL_1hr","Gm30459",56440,"Down"
0.000320505096432652,-2.64931302209572,0.01,0.068,1,"chr16-43858715-43859663","Astrocytes","PTZvsSAL_1hr","Qtrt2",1743,"Down"
0.000337361970459608,-2.8461704852342,0.01,0.062,1,"chr8-122676678-122677492","Astrocytes","PTZvsSAL_1hr","Cbfa2t3",0,"Down"
0.000339491519644908,-2.41014097648284,0.014,0.073,1,"chr8-124386178-124387115","Astrocytes","PTZvsSAL_1hr","Pgbd5",0,"Down"
0.000350865832009226,-2.1153641712213,0.021,0.09,1,"chr5-140061067-140061980","Astrocytes","PTZvsSAL_1hr","Mad1l1",0,"Down"
0.000369506881815131,-2.73620149224354,0.01,0.062,1,"chr5-125368252-125369134","Astrocytes","PTZvsSAL_1hr","Gm40323",0,"Down"
