"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
2.13422616216306e-11,-1.72068871301803,0.062,0.2,3.53370228347825e-06,"chrY-90810371-90811371","MGE","PTZvsSAL_1hr","Gm47283",0,"Down"
2.05965852577613e-08,0.417300158734806,0.718,0.688,0.00341023841088331,"chr2-77945820-77946697","MGE","PTZvsSAL_1hr","Cwc22",0,"Up"
1.35206249903421e-07,-1.08529008442381,0.118,0.239,0.0223865044152591,"chrX-169993759-169994599","MGE","PTZvsSAL_1hr","Mid1",0,"Down"
5.09552494592057e-07,-3.28051553102513,0.005,0.052,0.0843681351870906,"chr9-34612660-34613579","MGE","PTZvsSAL_1hr","Kirrel3",0,"Down"
1.38711967458145e-06,-1.79541924537671,0.032,0.099,0.229669565879474,"chr14-75034871-75036012","MGE","PTZvsSAL_1hr","Rubcnl",0,"Down"
2.00620718683255e-06,-0.967924755761119,0.125,0.241,0.332173742545425,"chrX-169978836-169979679","MGE","PTZvsSAL_1hr","Gm15726",0,"Down"
2.92718176125055e-06,-2.51257338205834,0.01,0.062,0.484662265755537,"chr3-98020128-98021057","MGE","PTZvsSAL_1hr","Notch2",0,"Down"
4.02024405867531e-06,-1.79638428167494,0.028,0.095,0.665643869527047,"chr14-69938645-69939649","MGE","PTZvsSAL_1hr","Pebp4",0,"Down"
8.41635090825317e-06,-1.09377376521172,0.082,0.168,1,"chr17-66448153-66449113","MGE","PTZvsSAL_1hr","Mtcl1",0,"Down"
9.78127263009798e-06,-0.878992289495058,0.14,0.252,1,"chrY-90807159-90808002","MGE","PTZvsSAL_1hr","Gm47283",0,"Down"
1.14141762943581e-05,-2.24846452591164,0.015,0.065,1,"chr8-27160168-27161140","MGE","PTZvsSAL_1hr","Gm45267",0,"Down"
1.3610329480818e-05,-0.788213502924435,0.152,0.273,1,"chrY-90739630-90740700","MGE","PTZvsSAL_1hr","Gm21860",11726,"Down"
1.96189908390129e-05,-2.37062832891113,0.01,0.054,1,"chrX-169985272-169986217","MGE","PTZvsSAL_1hr","Gm15247",0,"Down"
1.98061142582628e-05,-2.30421049026945,0.013,0.06,1,"chr4-82572768-82573700","MGE","PTZvsSAL_1hr","Nfib",0,"Down"
2.19223913476451e-05,0.753094633432749,0.292,0.217,1,"chr2-78021505-78022372","MGE","PTZvsSAL_1hr","4930440I19Rik",28804,"Up"
2.37579278618185e-05,-2.11992686016872,0.012,0.056,1,"chr14-70016655-70017513","MGE","PTZvsSAL_1hr","Pebp4",0,"Down"
2.8115633831341e-05,2.24273829974784,0.057,0.013,1,"chr17-62077390-62078262","MGE","PTZvsSAL_1hr","Gm49860",305995,"Up"
2.89247561298573e-05,-1.36372759292834,0.043,0.108,1,"chr2-158193608-158194430","MGE","PTZvsSAL_1hr","1700060C20Rik",0,"Down"
2.96979160591981e-05,-1.54394885799438,0.028,0.095,1,"chrY-90803226-90804043","MGE","PTZvsSAL_1hr","Gm47283",0,"Down"
2.98809683013794e-05,1.12440587657822,0.153,0.075,1,"chr2-127182485-127183416","MGE","PTZvsSAL_1hr","1810024B03Rik",2938,"Up"
3.33094318809216e-05,-2.00160948482631,0.015,0.06,1,"chr19-45032570-45033398","MGE","PTZvsSAL_1hr","Pdzd7",0,"Down"
3.59326110633026e-05,1.73945824056231,0.073,0.024,1,"chr2-90506022-90506801","MGE","PTZvsSAL_1hr","Ptprj",0,"Up"
4.19889336050387e-05,-1.94022820525616,0.015,0.06,1,"chr5-30416091-30416994","MGE","PTZvsSAL_1hr","Otof",0,"Down"
5.45409809303572e-05,-1.35038199846269,0.038,0.101,1,"chr18-68474457-68475410","MGE","PTZvsSAL_1hr","Mc2r",45136,"Down"
6.13142150545881e-05,1.95813583014047,0.07,0.019,1,"chr15-90071721-90072804","MGE","PTZvsSAL_1hr","Gm36330",1706,"Up"
6.42787095383656e-05,-1.21681505828374,0.055,0.131,1,"chr12-20920695-20921571","MGE","PTZvsSAL_1hr","Asap2",68887,"Down"
6.45062950254732e-05,-2.03988450271811,0.013,0.056,1,"chr1-155306742-155307637","MGE","PTZvsSAL_1hr","Xpr1",0,"Down"
6.92258614118348e-05,-2.11358050560713,0.013,0.052,1,"chr10-96480169-96481094","MGE","PTZvsSAL_1hr","Gm48505",14626,"Down"
7.90831765402454e-05,-1.4760474402865,0.033,0.086,1,"chr13-6470169-6470950","MGE","PTZvsSAL_1hr","Gm28465",71428,"Down"
8.07029262383889e-05,-1.82173055420013,0.018,0.065,1,"chr15-5740369-5741336","MGE","PTZvsSAL_1hr","Ptger4",496181,"Down"
8.96866775241813e-05,1.72380282656799,0.068,0.024,1,"chr2-59178018-59178912","MGE","PTZvsSAL_1hr","Pkp4",0,"Up"
9.21773639074457e-05,-1.28849235324923,0.043,0.105,1,"chrX-170003988-170004876","MGE","PTZvsSAL_1hr","Mid1",0,"Down"
9.40968468866432e-05,-1.6780828112579,0.025,0.071,1,"chr2-28409025-28410017","MGE","PTZvsSAL_1hr","Ppp1r26",36782,"Down"
9.59400560421246e-05,-2.1158309591941,0.012,0.052,1,"chr11-101839123-101840146","MGE","PTZvsSAL_1hr","Meox1",37363,"Down"
9.89368811640748e-05,-1.16623505009875,0.055,0.125,1,"chr1-87153893-87154848","MGE","PTZvsSAL_1hr","Ecel1",0,"Down"
0.000100457450899463,-1.67108680385429,0.022,0.065,1,"chr3-121483256-121484197","MGE","PTZvsSAL_1hr","Slc44a3",0,"Down"
0.000103768792369295,0.799078872312364,0.218,0.131,1,"chr7-139894443-139895381","MGE","PTZvsSAL_1hr","Kndc1",0,"Up"
0.000108911768609389,2.17608408527457,0.05,0.013,1,"chr6-136816450-136817188","MGE","PTZvsSAL_1hr","Wbp11",0,"Up"
0.000116008397102486,2.12381366153276,0.052,0.011,1,"chr18-81838751-81839611","MGE","PTZvsSAL_1hr","Gm30454",4740,"Up"
0.000123899982990729,-1.06019738274949,0.07,0.144,1,"chrX-169982161-169983076","MGE","PTZvsSAL_1hr","Gm15726",0,"Down"
0.00012950397877425,-2.10748462277448,0.012,0.052,1,"chr9-32319584-32320518","MGE","PTZvsSAL_1hr","Kcnj5",0,"Down"
0.000129507658658971,-1.79139157129523,0.017,0.058,1,"chr8-103447629-103448574","MGE","PTZvsSAL_1hr","Gm45277",83070,"Down"
0.000130883134824117,-1.57710448298062,0.025,0.075,1,"chr4-140329951-140330872","MGE","PTZvsSAL_1hr","Gm13016",49757,"Down"
0.000135113945866192,-1.15095523964818,0.053,0.118,1,"chr17-56511221-56512029","MGE","PTZvsSAL_1hr","Znrf4",0,"Down"
0.000139540496070235,0.74787367415051,0.225,0.133,1,"chr10-52690183-52690993","MGE","PTZvsSAL_1hr","Slc35f1",0,"Up"
0.000141458613363181,-1.59391868875308,0.023,0.071,1,"chr12-71532444-71533377","MGE","PTZvsSAL_1hr","4930404H11Rik",0,"Down"
0.000144378334287599,1.68204742048277,0.075,0.024,1,"chr15-27931734-27932502","MGE","PTZvsSAL_1hr","Trio",0,"Up"
0.000146564352352948,-1.47559499387183,0.028,0.08,1,"chr9-41585900-41586787","MGE","PTZvsSAL_1hr","Mir100hg",0,"Down"
0.00015294793565449,-0.783921384565923,0.125,0.198,1,"chrY-90804600-90805534","MGE","PTZvsSAL_1hr","Gm47283",0,"Down"
0.000176611712900347,1.12986851360093,0.103,0.052,1,"chr1-38787242-38788152","MGE","PTZvsSAL_1hr","Lonrf2",5492,"Up"
0.000185464524787233,-2.0224929498879,0.013,0.056,1,"chr4-11848517-11849331","MGE","PTZvsSAL_1hr","Cdh17",30621,"Down"
0.000187166512519862,-1.55285906313482,0.025,0.071,1,"chr19-53071527-53072537","MGE","PTZvsSAL_1hr","1700054A03Rik",0,"Down"
0.000188350583952614,1.41581526607864,0.083,0.03,1,"chr1-189054662-189055593","MGE","PTZvsSAL_1hr","Kctd3",46820,"Up"
0.000209845062781493,-1.09089945150978,0.062,0.127,1,"chr1-26687149-26687714","MGE","PTZvsSAL_1hr","4931408C20Rik",0,"Down"
