"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
3.69162934801175e-07,-3.45986205616518,0.01,0.099,0.0611234146038349,"chr12-20920695-20921571","OPCs","24hrvs1hr_SAL","Asap2",68887,"Down"
1.05158627413336e-06,1.00420289053688,0.409,0.214,0.174114294167083,"chr14-8213702-8214583","OPCs","24hrvs1hr_SAL","Kctd6",0,"Up"
2.82839811075723e-06,2.2910164422118,0.153,0.031,0.468306360392407,"chr14-33824195-33825078","OPCs","24hrvs1hr_SAL","4930503F20Rik",12911,"Up"
4.81263380083872e-06,-3.57849257133164,0.008,0.073,0.79684221630627,"chr6-39526865-39527862","OPCs","24hrvs1hr_SAL","8030453O22Rik",0,"Down"
5.04003362281724e-06,1.00810731925727,0.355,0.188,0.834493487030718,"chr14-16364707-16365535","OPCs","24hrvs1hr_SAL","Top2b",0,"Up"
7.85891345885003e-06,1.48915325823144,0.244,0.089,1,"chr16-32078822-32079706","OPCs","24hrvs1hr_SAL","Pak2",0,"Up"
8.79486374409204e-06,1.07661116495127,0.339,0.167,1,"chr19-46572758-46573685","OPCs","24hrvs1hr_SAL","Sfxn2",0,"Up"
1.05605410836006e-05,0.991644089222955,0.358,0.188,1,"chr12-75595894-75596822","OPCs","24hrvs1hr_SAL","Ppp2r5e",0,"Up"
1.25300965647142e-05,2.1769797061064,0.137,0.031,1,"chr3-157924651-157925537","OPCs","24hrvs1hr_SAL","1810013D15Rik",0,"Up"
1.57416414306524e-05,2.24386015511574,0.135,0.026,1,"chr4-134102159-134103071","OPCs","24hrvs1hr_SAL","Ubxn11",0,"Up"
1.75696394093766e-05,1.07022376913303,0.337,0.161,1,"chr1-127773663-127774556","OPCs","24hrvs1hr_SAL","Ccnt2",0,"Up"
1.93725035945662e-05,0.9965533390703,0.35,0.188,1,"chr1-36511543-36512311","OPCs","24hrvs1hr_SAL","Cnnm3",0,"Up"
1.96499727994653e-05,1.61504778936577,0.187,0.062,1,"chr17-6429681-6430598","OPCs","24hrvs1hr_SAL","Dynlt1b",0,"Up"
2.20779347984698e-05,0.776379985579664,0.433,0.26,1,"chr18-31949520-31950441","OPCs","24hrvs1hr_SAL","Gpr17",0,"Up"
2.27246242450566e-05,1.42584816642901,0.22,0.083,1,"chr2-52741839-52742773","OPCs","24hrvs1hr_SAL","Stam2",0,"Up"
2.27337113593861e-05,0.9361632527038,0.363,0.188,1,"chr4-8646963-8647896","OPCs","24hrvs1hr_SAL","Rab2a",39184,"Up"
2.34445944849927e-05,0.982352738519771,0.345,0.172,1,"chr10-74966662-74967561","OPCs","24hrvs1hr_SAL","Gnaz",0,"Up"
2.38322805315635e-05,-4.58772766517916,0.003,0.052,1,"chr13-8893450-8894334","OPCs","24hrvs1hr_SAL","Idi1",998,"Down"
2.44661485090151e-05,-4.61188332480064,0.003,0.052,1,"chr11-82616599-82617608","OPCs","24hrvs1hr_SAL","Gm11426",15744,"Down"
2.62455187987121e-05,1.80930820535771,0.168,0.047,1,"chr7-27232611-27233522","OPCs","24hrvs1hr_SAL","Coq8b",0,"Up"
2.67527664714133e-05,0.989443340748019,0.347,0.182,1,"chr4-14826084-14826990","OPCs","24hrvs1hr_SAL","Otud6b",0,"Up"
2.89662699312581e-05,1.52281531230189,0.194,0.073,1,"chr1-181143753-181144693","OPCs","24hrvs1hr_SAL","Cnih4",0,"Up"
2.92647941206213e-05,1.16320737708632,0.275,0.12,1,"chr6-145746142-145747132","OPCs","24hrvs1hr_SAL","Rassf8",0,"Up"
3.18963192481476e-05,11.0860193043543,0.054,0,1,"chr6-54183768-54184756","OPCs","24hrvs1hr_SAL","Chn2",0,"Up"
4.12341502759554e-05,1.3816335003275,0.189,0.073,1,"chr13-35905722-35906667","OPCs","24hrvs1hr_SAL","Gm48746",0,"Up"
4.17360944958924e-05,1.41118331753587,0.212,0.083,1,"chr6-148831055-148831931","OPCs","24hrvs1hr_SAL","Ipo8",0,"Up"
4.23820459088411e-05,1.22120551136076,0.269,0.12,1,"chr1-69687011-69687950","OPCs","24hrvs1hr_SAL","Ikzf2",0,"Up"
4.29216384728463e-05,3.73355013270051,0.073,0.005,1,"chr9-78442508-78443457","OPCs","24hrvs1hr_SAL","Cgas",0,"Up"
4.60592847720573e-05,1.00796235772648,0.324,0.167,1,"chr8-60632387-60633242","OPCs","24hrvs1hr_SAL","Mfap3l",0,"Up"
4.67982667676359e-05,0.794804434784687,0.383,0.219,1,"chr5-135148908-135149912","OPCs","24hrvs1hr_SAL","Tbl2",0,"Up"
5.24950364691532e-05,-3.12760347060565,0.01,0.068,1,"chr12-70752207-70753158","OPCs","24hrvs1hr_SAL","Gm40437",0,"Down"
5.34891126882486e-05,1.42517307561977,0.21,0.078,1,"chr13-54621343-54622225","OPCs","24hrvs1hr_SAL","Faf2",0,"Up"
5.79741194782625e-05,10.9642018008837,0.052,0,1,"chr8-10953354-10954191","OPCs","24hrvs1hr_SAL","Gm44955",5463,"Up"
5.86188083966116e-05,1.85362051890962,0.127,0.031,1,"chr9-123491901-123492845","OPCs","24hrvs1hr_SAL","Limd1",0,"Up"
6.3736855047479e-05,0.997242362590713,0.301,0.151,1,"chr13-83744684-83745613","OPCs","24hrvs1hr_SAL","C130071C03Rik",0,"Up"
6.6506874295502e-05,1.26619831699279,0.236,0.099,1,"chr17-46650047-46650986","OPCs","24hrvs1hr_SAL","Cul7",0,"Up"
7.27688787970044e-05,2.81968897643309,0.08,0.01,1,"chr15-73730118-73731009","OPCs","24hrvs1hr_SAL","Ptp4a3",0,"Up"
