"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
5.3289394329578e-30,-1.05620493206603,0.438,0.741,8.82328488733121e-25,"chr2-77945820-77946697","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",0,"Down"
1.11784870576083e-13,-1.15572369342848,0.19,0.415,1.85085563758938e-08,"chr2-78021505-78022372","L45ExcitatoryNeurons","PTZvsSAL_24hr","4930440I19Rik",28804,"Down"
6.93488643318529e-13,-1.38634765778495,0.119,0.337,1.14822995140179e-07,"chr2-77897231-77898068","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",0,"Down"
2.24981372979349e-12,-1.31544989509787,0.126,0.311,3.72508408683097e-07,"chr2-77975363-77976288","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",28987,"Down"
1.42718276058367e-10,-1.39566833547605,0.096,0.262,2.3630293121812e-05,"chr2-77941335-77942214","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",0,"Down"
1.29665536834732e-08,-1.11633059220866,0.131,0.284,0.00214691119303372,"chr2-77913469-77914332","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",0,"Down"
1.81642666725966e-08,-2.19781511238149,0.023,0.117,0.00300751212578184,"chr2-77963131-77963693","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",16755,"Down"
8.40425951482049e-08,-1.52014387240243,0.066,0.177,0.0139151846064737,"chr2-77933432-77934324","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",0,"Down"
1.0387012113978e-07,-1.01530115767438,0.141,0.299,0.0171980875674769,"chr2-77881108-77882033","L45ExcitatoryNeurons","PTZvsSAL_24hr","Cwc22",0,"Down"
1.62731427265061e-07,-2.14205721862464,0.021,0.101,0.0269439306065579,"chr13-18012910-18013857","L45ExcitatoryNeurons","PTZvsSAL_24hr","Gm48799",4565,"Down"
