"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","comparison","closestgene","distance","Regulation"
3.86342376107392e-12,-0.819313233538543,0.476,0.632,6.39678662392291e-07,"chr2-77945820-77946697","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Cwc22",0,"Down"
6.25368203332326e-09,-0.966714925897194,0.253,0.428,0.00103544089530343,"chr7-38200572-38201429","L56ExcitatoryNeurons","24hrvs1hr_PTZ","1600014C10Rik",3003,"Down"
1.21418331711984e-08,1.41908386138054,0.242,0.091,0.00201035974365484,"chrX-106011420-106012327","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Magt1",0,"Up"
2.70521863918638e-08,-3.20076881971717,0.015,0.104,0.00447911165746006,"chr13-119601268-119602007","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Tmem267",0,"Down"
5.14456102826045e-08,-2.4164866078402,0.026,0.131,0.00851800403132167,"chr3-117265609-117266475","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Gm42891",9788,"Down"
6.72162875353776e-08,3.61719841654514,0.071,0.006,0.0111292023760951,"chr18-71607207-71607951","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Dcc",0,"Up"
1.63818966102177e-07,-2.52349862178633,0.019,0.118,0.0271239976744357,"chr5-135702481-135703467","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Por",0,"Down"
2.09139115611738e-07,-3.24735257814072,0.011,0.091,0.0346277907891823,"chr12-100437645-100438502","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Ttc7b",0,"Down"
2.10322207656102e-07,-2.4640722277569,0.026,0.118,0.0348236788882438,"chrX-169978836-169979679","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Gm15726",0,"Down"
2.36850659110373e-07,-3.33000782313185,0.011,0.086,0.0392160741808819,"chr5-144922985-144923995","L56ExcitatoryNeurons","24hrvs1hr_PTZ","Smurf1",0,"Down"
