"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0098984","GO:0098984",1,"GO:0098984",38.9140311552648,448,"neuron to neuron synapse","neuron to neuron synapse",0.823513888888889,0.30675,0
"GO:0032279","GO:0032279",1,"GO:0098984",37.7339012349485,407,"asymmetric synapse","neuron to neuron synapse",0.824527777777778,0.3055,0.979
"GO:0014069","GO:0014069",1,"GO:0098984",36.4932772767906,384,"postsynaptic density","neuron to neuron synapse",0.774444444444444,0.30925,0.97
"GO:0099572","GO:0099572",2,"GO:0099572",34.5455481723231,436,"postsynaptic specialization","postsynaptic specialization",0.790472222222222,0.325,0
"GO:0097060","GO:0097060",3,"GO:0097060",19.9215668687246,514,"synaptic membrane","synaptic membrane",0.779555555555556,0.392,0
"GO:0150034","GO:0150034",4,"GO:0150034",19.3010901591272,397,"distal axon","distal axon",0.889291666666667,0.414333333333333,0
"GO:0022626","GO:0022626",5,"GO:0022626",18.3257102439091,142,"cytosolic ribosome","cytosolic ribosome",0.831902777777778,0.248,0
"GO:0030426","GO:0030426",6,"GO:0030426",15.1935831330873,213,"growth cone","growth cone",0.879513888888889,0.374666666666667,0
"GO:0030427","GO:0030427",6,"GO:0030426",14.3933977913902,221,"site of polarized growth","growth cone",0.971888888888889,0.375666666666667,0.995
"GO:0043209","GO:0043209",7,"GO:0043209",14.132049256362,208,"myelin sheath","myelin sheath",0.997861111111111,1,0
"GO:0045211","GO:0045211",3,"GO:0097060",10.5067549483769,352,"postsynaptic membrane","synaptic membrane",0.769180555555556,0.406333333333333,0.938
"GO:0031252","GO:0031252",8,"GO:0031252",10.2735332684881,415,"cell leading edge","cell leading edge",0.959958333333333,0.322,0
"GO:0005938","GO:0005938",9,"GO:0005938",10.0587086247326,306,"cell cortex","cell cortex",0.886902777777778,0.5465,0
